GCF_016748085.1,GCF_002952675.1,GCF_002951975.1,GCF_002952595.1,GCF_001653415.1,GCF_900638475.1,GCF_016749215.1,GCF_019974055.1,GCF_013122055.1,GCF_003050665.1
GCF_016748085.1;protein_1093,GCF_002952675.1;protein_346,GCF_002951975.1;protein_345,GCF_002952595.1;protein_345,GCF_001653415.1;protein_1105,GCF_900638475.1;protein_1186,GCF_016749215.1;protein_1055,GCF_019974055.1;protein_1278,GCF_013122055.1;protein_1225,GCF_003050665.1;protein_1454
GCF_016748085.1;protein_1094,GCF_002952675.1;protein_345,GCF_002951975.1;protein_344,GCF_002952595.1;protein_344,GCF_001653415.1;protein_1106,GCF_900638475.1;protein_1187,GCF_016749215.1;protein_1056,GCF_019974055.1;protein_1279,GCF_013122055.1;protein_1226,GCF_003050665.1;protein_1453
GCF_016748085.1;protein_1095,GCF_002952675.1;protein_344,GCF_002951975.1;protein_343,GCF_002952595.1;protein_343,GCF_001653415.1;protein_1107,GCF_900638475.1;protein_1188,GCF_016749215.1;protein_1057,GCF_019974055.1;protein_1280,GCF_013122055.1;protein_1227,GCF_003050665.1;protein_1452
GCF_016748085.1;protein_1096,GCF_002952675.1;protein_343,GCF_002951975.1;protein_342,GCF_002952595.1;protein_342,GCF_001653415.1;protein_1108,GCF_900638475.1;protein_1189,GCF_016749215.1;protein_1058,GCF_019974055.1;protein_1281,GCF_013122055.1;protein_1228,GCF_003050665.1;protein_1451
GCF_016748085.1;protein_1097,GCF_002952675.1;protein_342,GCF_002951975.1;protein_341,GCF_002952595.1;protein_341,GCF_001653415.1;protein_1109,GCF_900638475.1;protein_1190,GCF_016749215.1;protein_1059,GCF_019974055.1;protein_1282,GCF_013122055.1;protein_1229,GCF_003050665.1;protein_1450
GCF_016748085.1;protein_1098,GCF_002952675.1;protein_341,GCF_002951975.1;protein_340,GCF_002952595.1;protein_340,GCF_001653415.1;protein_1110,GCF_900638475.1;protein_1191,GCF_016749215.1;protein_1060,GCF_019974055.1;protein_1283,GCF_013122055.1;protein_1230,GCF_003050665.1;protein_1449
GCF_016748085.1;protein_1099,GCF_002952675.1;protein_340,GCF_002951975.1;protein_339,GCF_002952595.1;protein_339,GCF_001653415.1;protein_1111,GCF_900638475.1;protein_1192,GCF_016749215.1;protein_1061,GCF_019974055.1;protein_1284,GCF_013122055.1;protein_1231,GCF_003050665.1;protein_1448
GCF_016748085.1;protein_11,GCF_002952675.1;protein_1473,GCF_002951975.1;protein_1469,GCF_002952595.1;protein_1468,GCF_001653415.1;protein_66,GCF_900638475.1;protein_164,GCF_016749215.1;protein_12,GCF_019974055.1;protein_168,GCF_013122055.1;protein_197,GCF_003050665.1;protein_988
GCF_016748085.1;protein_1100,GCF_002952675.1;protein_339,GCF_002951975.1;protein_338,GCF_002952595.1;protein_338,GCF_001653415.1;protein_1112,GCF_900638475.1;protein_1193,GCF_016749215.1;protein_1062,GCF_019974055.1;protein_1285,GCF_013122055.1;protein_1232,GCF_003050665.1;protein_1447
GCF_016748085.1;protein_1101,GCF_002952675.1;protein_338,GCF_002951975.1;protein_337,GCF_002952595.1;protein_337,GCF_001653415.1;protein_1113,GCF_900638475.1;protein_1194,GCF_016749215.1;protein_1063,GCF_019974055.1;protein_1286,GCF_013122055.1;protein_1233,GCF_003050665.1;protein_1446
GCF_016748085.1;protein_1102,GCF_002952675.1;protein_337,GCF_002951975.1;protein_336,GCF_002952595.1;protein_336,GCF_001653415.1;protein_1114,GCF_900638475.1;protein_1195,GCF_016749215.1;protein_1064,GCF_019974055.1;protein_1287,GCF_013122055.1;protein_1234,GCF_003050665.1;protein_1445
GCF_016748085.1;protein_1104,GCF_002952675.1;protein_335,GCF_002951975.1;protein_334,GCF_002952595.1;protein_334,GCF_001653415.1;protein_1116,GCF_900638475.1;protein_1197,GCF_016749215.1;protein_1066,GCF_019974055.1;protein_1289,GCF_013122055.1;protein_1236,GCF_003050665.1;protein_1443
GCF_016748085.1;protein_1105,GCF_002952675.1;protein_334,GCF_002951975.1;protein_333,GCF_002952595.1;protein_333,GCF_001653415.1;protein_1117,GCF_900638475.1;protein_1198,GCF_016749215.1;protein_1067,GCF_019974055.1;protein_1290,GCF_013122055.1;protein_1237,GCF_003050665.1;protein_1442
GCF_016748085.1;protein_1106,GCF_002952675.1;protein_333,GCF_002951975.1;protein_332,GCF_002952595.1;protein_332,GCF_001653415.1;protein_1118,GCF_900638475.1;protein_1199,GCF_016749215.1;protein_1068,GCF_019974055.1;protein_1291,GCF_013122055.1;protein_1238,GCF_003050665.1;protein_1441
GCF_016748085.1;protein_1107,GCF_002952675.1;protein_332,GCF_002951975.1;protein_331,GCF_002952595.1;protein_331,GCF_001653415.1;protein_1119,GCF_900638475.1;protein_1200,GCF_016749215.1;protein_1069,GCF_019974055.1;protein_1292,GCF_013122055.1;protein_1239,GCF_003050665.1;protein_1440
GCF_016748085.1;protein_1108,GCF_002952675.1;protein_331,GCF_002951975.1;protein_330,GCF_002952595.1;protein_330,GCF_001653415.1;protein_1120,GCF_900638475.1;protein_1201,GCF_016749215.1;protein_1070,GCF_019974055.1;protein_1293,GCF_013122055.1;protein_1240,GCF_003050665.1;protein_1439
GCF_016748085.1;protein_1109,GCF_002952675.1;protein_330,GCF_002951975.1;protein_329,GCF_002952595.1;protein_329,GCF_001653415.1;protein_1121,GCF_900638475.1;protein_1202,GCF_016749215.1;protein_1071,GCF_019974055.1;protein_1294,GCF_013122055.1;protein_1241,GCF_003050665.1;protein_1438
GCF_016748085.1;protein_111,GCF_002952675.1;protein_1329,GCF_002951975.1;protein_1325,GCF_002952595.1;protein_1324,GCF_001653415.1;protein_169,GCF_900638475.1;protein_265,GCF_016749215.1;protein_118,GCF_019974055.1;protein_300,GCF_013122055.1;protein_296,GCF_003050665.1;protein_1091
GCF_016748085.1;protein_1110,GCF_002952675.1;protein_329,GCF_002951975.1;protein_328,GCF_002952595.1;protein_328,GCF_001653415.1;protein_1122,GCF_900638475.1;protein_1203,GCF_016749215.1;protein_1072,GCF_019974055.1;protein_1295,GCF_013122055.1;protein_1242,GCF_003050665.1;protein_1437
GCF_016748085.1;protein_1111,GCF_002952675.1;protein_328,GCF_002951975.1;protein_327,GCF_002952595.1;protein_327,GCF_001653415.1;protein_1123,GCF_900638475.1;protein_1204,GCF_016749215.1;protein_1073,GCF_019974055.1;protein_1296,GCF_013122055.1;protein_1243,GCF_003050665.1;protein_1436
GCF_016748085.1;protein_1112,GCF_002952675.1;protein_327,GCF_002951975.1;protein_326,GCF_002952595.1;protein_326,GCF_001653415.1;protein_1124,GCF_900638475.1;protein_1205,GCF_016749215.1;protein_1074,GCF_019974055.1;protein_1297,GCF_013122055.1;protein_1244,GCF_003050665.1;protein_1435
GCF_016748085.1;protein_1113,GCF_002952675.1;protein_326,GCF_002951975.1;protein_325,GCF_002952595.1;protein_325,GCF_001653415.1;protein_1125,GCF_900638475.1;protein_1206,GCF_016749215.1;protein_1075,GCF_019974055.1;protein_1298,GCF_013122055.1;protein_1245,GCF_003050665.1;protein_1434
GCF_016748085.1;protein_1114,GCF_002952675.1;protein_325,GCF_002951975.1;protein_324,GCF_002952595.1;protein_324,GCF_001653415.1;protein_1126,GCF_900638475.1;protein_1207,GCF_016749215.1;protein_1076,GCF_019974055.1;protein_1299,GCF_013122055.1;protein_1246,GCF_003050665.1;protein_1433
GCF_016748085.1;protein_1115,GCF_002952675.1;protein_324,GCF_002951975.1;protein_323,GCF_002952595.1;protein_323,GCF_001653415.1;protein_1127,GCF_900638475.1;protein_1208,GCF_016749215.1;protein_1077,GCF_019974055.1;protein_1300,GCF_013122055.1;protein_1247,GCF_003050665.1;protein_1432
GCF_016748085.1;protein_1116,GCF_002952675.1;protein_323,GCF_002951975.1;protein_322,GCF_002952595.1;protein_322,GCF_001653415.1;protein_1128,GCF_900638475.1;protein_1209,GCF_016749215.1;protein_1078,GCF_019974055.1;protein_1301,GCF_013122055.1;protein_1248,GCF_003050665.1;protein_1431
GCF_016748085.1;protein_1118,GCF_002952675.1;protein_321,GCF_002951975.1;protein_320,GCF_002952595.1;protein_320,GCF_001653415.1;protein_1130,GCF_900638475.1;protein_1211,GCF_016749215.1;protein_1080,GCF_019974055.1;protein_1303,GCF_013122055.1;protein_1250,GCF_003050665.1;protein_1429
GCF_016748085.1;protein_112,GCF_002952675.1;protein_1327,GCF_002951975.1;protein_1323,GCF_002952595.1;protein_1322,GCF_001653415.1;protein_170,GCF_900638475.1;protein_267,GCF_016749215.1;protein_120,GCF_019974055.1;protein_301,GCF_013122055.1;protein_298,GCF_003050665.1;protein_1093
GCF_016748085.1;protein_1120,GCF_002952675.1;protein_319,GCF_002951975.1;protein_318,GCF_002952595.1;protein_318,GCF_001653415.1;protein_1132,GCF_900638475.1;protein_1213,GCF_016749215.1;protein_1082,GCF_019974055.1;protein_1305,GCF_013122055.1;protein_1253,GCF_003050665.1;protein_1426
GCF_016748085.1;protein_1121,GCF_002952675.1;protein_318,GCF_002951975.1;protein_317,GCF_002952595.1;protein_317,GCF_001653415.1;protein_1133,GCF_900638475.1;protein_1214,GCF_016749215.1;protein_1083,GCF_019974055.1;protein_1306,GCF_013122055.1;protein_1255,GCF_003050665.1;protein_1424
GCF_016748085.1;protein_1122,GCF_002952675.1;protein_317,GCF_002951975.1;protein_316,GCF_002952595.1;protein_316,GCF_001653415.1;protein_1134,GCF_900638475.1;protein_1215,GCF_016749215.1;protein_1084,GCF_019974055.1;protein_1307,GCF_013122055.1;protein_1256,GCF_003050665.1;protein_1423
GCF_016748085.1;protein_1123,GCF_002952675.1;protein_316,GCF_002951975.1;protein_315,GCF_002952595.1;protein_315,GCF_001653415.1;protein_1135,GCF_900638475.1;protein_1216,GCF_016749215.1;protein_1085,GCF_019974055.1;protein_1308,GCF_013122055.1;protein_1257,GCF_003050665.1;protein_1422
GCF_016748085.1;protein_1124,GCF_002952675.1;protein_315,GCF_002951975.1;protein_314,GCF_002952595.1;protein_314,GCF_001653415.1;protein_1136,GCF_900638475.1;protein_1217,GCF_016749215.1;protein_1086,GCF_019974055.1;protein_1309,GCF_013122055.1;protein_1258,GCF_003050665.1;protein_1421
GCF_016748085.1;protein_1125,GCF_002952675.1;protein_314,GCF_002951975.1;protein_313,GCF_002952595.1;protein_313,GCF_001653415.1;protein_1137,GCF_900638475.1;protein_1218,GCF_016749215.1;protein_1087,GCF_019974055.1;protein_1310,GCF_013122055.1;protein_1259,GCF_003050665.1;protein_1420
GCF_016748085.1;protein_1126,GCF_002952675.1;protein_313,GCF_002951975.1;protein_312,GCF_002952595.1;protein_312,GCF_001653415.1;protein_1138,GCF_900638475.1;protein_1219,GCF_016749215.1;protein_1088,GCF_019974055.1;protein_1311,GCF_013122055.1;protein_1260,GCF_003050665.1;protein_1419
GCF_016748085.1;protein_1127,GCF_002952675.1;protein_312,GCF_002951975.1;protein_311,GCF_002952595.1;protein_311,GCF_001653415.1;protein_1139,GCF_900638475.1;protein_1220,GCF_016749215.1;protein_1089,GCF_019974055.1;protein_1312,GCF_013122055.1;protein_1261,GCF_003050665.1;protein_1418
GCF_016748085.1;protein_1128,GCF_002952675.1;protein_311,GCF_002951975.1;protein_310,GCF_002952595.1;protein_310,GCF_001653415.1;protein_1140,GCF_900638475.1;protein_1221,GCF_016749215.1;protein_1090,GCF_019974055.1;protein_1313,GCF_013122055.1;protein_1262,GCF_003050665.1;protein_1417
GCF_016748085.1;protein_1129,GCF_002952675.1;protein_310,GCF_002951975.1;protein_309,GCF_002952595.1;protein_309,GCF_001653415.1;protein_1141,GCF_900638475.1;protein_1222,GCF_016749215.1;protein_1091,GCF_019974055.1;protein_1314,GCF_013122055.1;protein_1263,GCF_003050665.1;protein_1416
GCF_016748085.1;protein_113,GCF_002952675.1;protein_1326,GCF_002951975.1;protein_1322,GCF_002952595.1;protein_1321,GCF_001653415.1;protein_171,GCF_900638475.1;protein_268,GCF_016749215.1;protein_121,GCF_019974055.1;protein_302,GCF_013122055.1;protein_299,GCF_003050665.1;protein_1094
GCF_016748085.1;protein_1130,GCF_002952675.1;protein_309,GCF_002951975.1;protein_308,GCF_002952595.1;protein_308,GCF_001653415.1;protein_1142,GCF_900638475.1;protein_1223,GCF_016749215.1;protein_1092,GCF_019974055.1;protein_1315,GCF_013122055.1;protein_1264,GCF_003050665.1;protein_1415
GCF_016748085.1;protein_1131,GCF_002952675.1;protein_308,GCF_002951975.1;protein_307,GCF_002952595.1;protein_307,GCF_001653415.1;protein_1143,GCF_900638475.1;protein_1224,GCF_016749215.1;protein_1093,GCF_019974055.1;protein_1316,GCF_013122055.1;protein_1265,GCF_003050665.1;protein_1414
GCF_016748085.1;protein_1132,GCF_002952675.1;protein_307,GCF_002951975.1;protein_306,GCF_002952595.1;protein_306,GCF_001653415.1;protein_1144,GCF_900638475.1;protein_1225,GCF_016749215.1;protein_1094,GCF_019974055.1;protein_1317,GCF_013122055.1;protein_1266,GCF_003050665.1;protein_1413
GCF_016748085.1;protein_1133,GCF_002952675.1;protein_306,GCF_002951975.1;protein_305,GCF_002952595.1;protein_305,GCF_001653415.1;protein_1145,GCF_900638475.1;protein_1226,GCF_016749215.1;protein_1095,GCF_019974055.1;protein_1318,GCF_013122055.1;protein_1267,GCF_003050665.1;protein_1412
GCF_016748085.1;protein_1136,GCF_002952675.1;protein_305,GCF_002951975.1;protein_304,GCF_002952595.1;protein_304,GCF_001653415.1;protein_1148,GCF_900638475.1;protein_1227,GCF_016749215.1;protein_1096,GCF_019974055.1;protein_1319,GCF_013122055.1;protein_1268,GCF_003050665.1;protein_1411
GCF_016748085.1;protein_1137,GCF_002952675.1;protein_304,GCF_002951975.1;protein_303,GCF_002952595.1;protein_303,GCF_001653415.1;protein_1149,GCF_900638475.1;protein_1228,GCF_016749215.1;protein_1097,GCF_019974055.1;protein_1320,GCF_013122055.1;protein_1269,GCF_003050665.1;protein_1410
GCF_016748085.1;protein_1138,GCF_002952675.1;protein_303,GCF_002951975.1;protein_302,GCF_002952595.1;protein_302,GCF_001653415.1;protein_1150,GCF_900638475.1;protein_1229,GCF_016749215.1;protein_1098,GCF_019974055.1;protein_1321,GCF_013122055.1;protein_1270,GCF_003050665.1;protein_1409
GCF_016748085.1;protein_1139,GCF_002952675.1;protein_302,GCF_002951975.1;protein_301,GCF_002952595.1;protein_301,GCF_001653415.1;protein_1151,GCF_900638475.1;protein_1230,GCF_016749215.1;protein_1099,GCF_019974055.1;protein_1322,GCF_013122055.1;protein_1271,GCF_003050665.1;protein_1408
GCF_016748085.1;protein_114,GCF_002952675.1;protein_1325,GCF_002951975.1;protein_1321,GCF_002952595.1;protein_1320,GCF_001653415.1;protein_172,GCF_900638475.1;protein_269,GCF_016749215.1;protein_122,GCF_019974055.1;protein_303,GCF_013122055.1;protein_300,GCF_003050665.1;protein_1095
GCF_016748085.1;protein_1140,GCF_002952675.1;protein_301,GCF_002951975.1;protein_300,GCF_002952595.1;protein_300,GCF_001653415.1;protein_1152,GCF_900638475.1;protein_1231,GCF_016749215.1;protein_1100,GCF_019974055.1;protein_1323,GCF_013122055.1;protein_1272,GCF_003050665.1;protein_1407
GCF_016748085.1;protein_1141,GCF_002952675.1;protein_300,GCF_002951975.1;protein_299,GCF_002952595.1;protein_299,GCF_001653415.1;protein_1153,GCF_900638475.1;protein_1232,GCF_016749215.1;protein_1101,GCF_019974055.1;protein_1324,GCF_013122055.1;protein_1273,GCF_003050665.1;protein_1406
GCF_016748085.1;protein_1142,GCF_002952675.1;protein_299,GCF_002951975.1;protein_298,GCF_002952595.1;protein_298,GCF_001653415.1;protein_1154,GCF_900638475.1;protein_1233,GCF_016749215.1;protein_1102,GCF_019974055.1;protein_1325,GCF_013122055.1;protein_1274,GCF_003050665.1;protein_1405
GCF_016748085.1;protein_1144,GCF_002952675.1;protein_297,GCF_002951975.1;protein_296,GCF_002952595.1;protein_296,GCF_001653415.1;protein_1156,GCF_900638475.1;protein_1235,GCF_016749215.1;protein_1104,GCF_019974055.1;protein_1327,GCF_013122055.1;protein_1276,GCF_003050665.1;protein_1403
GCF_016748085.1;protein_1145,GCF_002952675.1;protein_296,GCF_002951975.1;protein_295,GCF_002952595.1;protein_295,GCF_001653415.1;protein_1157,GCF_900638475.1;protein_1236,GCF_016749215.1;protein_1105,GCF_019974055.1;protein_1328,GCF_013122055.1;protein_1277,GCF_003050665.1;protein_1402
GCF_016748085.1;protein_1146,GCF_002952675.1;protein_295,GCF_002951975.1;protein_294,GCF_002952595.1;protein_294,GCF_001653415.1;protein_1158,GCF_900638475.1;protein_1237,GCF_016749215.1;protein_1106,GCF_019974055.1;protein_1329,GCF_013122055.1;protein_1278,GCF_003050665.1;protein_1401
GCF_016748085.1;protein_1147,GCF_002952675.1;protein_294,GCF_002951975.1;protein_293,GCF_002952595.1;protein_293,GCF_001653415.1;protein_1159,GCF_900638475.1;protein_1238,GCF_016749215.1;protein_1107,GCF_019974055.1;protein_1330,GCF_013122055.1;protein_1279,GCF_003050665.1;protein_1400
GCF_016748085.1;protein_1148,GCF_002952675.1;protein_293,GCF_002951975.1;protein_292,GCF_002952595.1;protein_292,GCF_001653415.1;protein_1160,GCF_900638475.1;protein_1239,GCF_016749215.1;protein_1108,GCF_019974055.1;protein_1331,GCF_013122055.1;protein_1280,GCF_003050665.1;protein_1399
GCF_016748085.1;protein_1149,GCF_002952675.1;protein_292,GCF_002951975.1;protein_291,GCF_002952595.1;protein_291,GCF_001653415.1;protein_1161,GCF_900638475.1;protein_1240,GCF_016749215.1;protein_1109,GCF_019974055.1;protein_1332,GCF_013122055.1;protein_1281,GCF_003050665.1;protein_1398
GCF_016748085.1;protein_115,GCF_002952675.1;protein_1324,GCF_002951975.1;protein_1320,GCF_002952595.1;protein_1319,GCF_001653415.1;protein_173,GCF_900638475.1;protein_270,GCF_016749215.1;protein_123,GCF_019974055.1;protein_304,GCF_013122055.1;protein_301,GCF_003050665.1;protein_1096
GCF_016748085.1;protein_1150,GCF_002952675.1;protein_291,GCF_002951975.1;protein_290,GCF_002952595.1;protein_290,GCF_001653415.1;protein_1162,GCF_900638475.1;protein_1241,GCF_016749215.1;protein_1110,GCF_019974055.1;protein_1333,GCF_013122055.1;protein_1282,GCF_003050665.1;protein_1397
GCF_016748085.1;protein_1151,GCF_002952675.1;protein_290,GCF_002951975.1;protein_289,GCF_002952595.1;protein_289,GCF_001653415.1;protein_1163,GCF_900638475.1;protein_1242,GCF_016749215.1;protein_1111,GCF_019974055.1;protein_1334,GCF_013122055.1;protein_1283,GCF_003050665.1;protein_1396
GCF_016748085.1;protein_1153,GCF_002952675.1;protein_286,GCF_002951975.1;protein_285,GCF_002952595.1;protein_285,GCF_001653415.1;protein_1168,GCF_900638475.1;protein_1245,GCF_016749215.1;protein_1113,GCF_019974055.1;protein_1337,GCF_013122055.1;protein_1288,GCF_003050665.1;protein_1393
GCF_016748085.1;protein_1154,GCF_002952675.1;protein_285,GCF_002951975.1;protein_284,GCF_002952595.1;protein_284,GCF_001653415.1;protein_1169,GCF_900638475.1;protein_1246,GCF_016749215.1;protein_1114,GCF_019974055.1;protein_1338,GCF_013122055.1;protein_1289,GCF_003050665.1;protein_1392
GCF_016748085.1;protein_1155,GCF_002952675.1;protein_284,GCF_002951975.1;protein_283,GCF_002952595.1;protein_283,GCF_001653415.1;protein_1170,GCF_900638475.1;protein_1247,GCF_016749215.1;protein_1115,GCF_019974055.1;protein_1339,GCF_013122055.1;protein_1290,GCF_003050665.1;protein_1391
GCF_016748085.1;protein_1156,GCF_002952675.1;protein_283,GCF_002951975.1;protein_282,GCF_002952595.1;protein_282,GCF_001653415.1;protein_1171,GCF_900638475.1;protein_1248,GCF_016749215.1;protein_1116,GCF_019974055.1;protein_1340,GCF_013122055.1;protein_1291,GCF_003050665.1;protein_1390
GCF_016748085.1;protein_1157,GCF_002952675.1;protein_282,GCF_002951975.1;protein_281,GCF_002952595.1;protein_281,GCF_001653415.1;protein_1172,GCF_900638475.1;protein_1249,GCF_016749215.1;protein_1117,GCF_019974055.1;protein_1341,GCF_013122055.1;protein_1292,GCF_003050665.1;protein_1389
GCF_016748085.1;protein_1158,GCF_002952675.1;protein_281,GCF_002951975.1;protein_280,GCF_002952595.1;protein_280,GCF_001653415.1;protein_1173,GCF_900638475.1;protein_1250,GCF_016749215.1;protein_1118,GCF_019974055.1;protein_1342,GCF_013122055.1;protein_1293,GCF_003050665.1;protein_1388
GCF_016748085.1;protein_1159,GCF_002952675.1;protein_280,GCF_002951975.1;protein_279,GCF_002952595.1;protein_279,GCF_001653415.1;protein_1174,GCF_900638475.1;protein_1251,GCF_016749215.1;protein_1119,GCF_019974055.1;protein_1343,GCF_013122055.1;protein_1294,GCF_003050665.1;protein_1387
GCF_016748085.1;protein_116,GCF_002952675.1;protein_1323,GCF_002951975.1;protein_1319,GCF_002952595.1;protein_1318,GCF_001653415.1;protein_174,GCF_900638475.1;protein_271,GCF_016749215.1;protein_124,GCF_019974055.1;protein_305,GCF_013122055.1;protein_302,GCF_003050665.1;protein_1097
GCF_016748085.1;protein_1160,GCF_002952675.1;protein_279,GCF_002951975.1;protein_278,GCF_002952595.1;protein_278,GCF_001653415.1;protein_1175,GCF_900638475.1;protein_1252,GCF_016749215.1;protein_1120,GCF_019974055.1;protein_1344,GCF_013122055.1;protein_1295,GCF_003050665.1;protein_1386
GCF_016748085.1;protein_1161,GCF_002952675.1;protein_278,GCF_002951975.1;protein_277,GCF_002952595.1;protein_277,GCF_001653415.1;protein_1176,GCF_900638475.1;protein_1253,GCF_016749215.1;protein_1121,GCF_019974055.1;protein_1345,GCF_013122055.1;protein_1296,GCF_003050665.1;protein_1385
