GCF_016757555.1,GCF_900478295.1,GCF_021729605.1,GCF_017821635.1,GCF_016755675.1
GCF_016757555.1;protein_37,GCF_900478295.1;protein_223,GCF_021729605.1;protein_36,GCF_017821635.1;protein_36,GCF_016755675.1;protein_36
GCF_016757555.1;protein_370,GCF_900478295.1;protein_1343,GCF_021729605.1;protein_385,GCF_017821635.1;protein_369,GCF_016755675.1;protein_364
GCF_016757555.1;protein_371,GCF_900478295.1;protein_1342,GCF_021729605.1;protein_386,GCF_017821635.1;protein_370,GCF_016755675.1;protein_365
GCF_016757555.1;protein_372,GCF_900478295.1;protein_1341,GCF_021729605.1;protein_387,GCF_017821635.1;protein_371,GCF_016755675.1;protein_366
GCF_016757555.1;protein_373,GCF_900478295.1;protein_1340,GCF_021729605.1;protein_388,GCF_017821635.1;protein_372,GCF_016755675.1;protein_367
GCF_016757555.1;protein_374,GCF_900478295.1;protein_1339,GCF_021729605.1;protein_389,GCF_017821635.1;protein_373,GCF_016755675.1;protein_368
GCF_016757555.1;protein_375,GCF_900478295.1;protein_1338,GCF_021729605.1;protein_390,GCF_017821635.1;protein_374,GCF_016755675.1;protein_369
GCF_016757555.1;protein_376,GCF_900478295.1;protein_1337,GCF_021729605.1;protein_391,GCF_017821635.1;protein_375,GCF_016755675.1;protein_370
GCF_016757555.1;protein_378,GCF_900478295.1;protein_1336,GCF_021729605.1;protein_392,GCF_017821635.1;protein_376,GCF_016755675.1;protein_371
GCF_016757555.1;protein_379,GCF_900478295.1;protein_1335,GCF_021729605.1;protein_393,GCF_017821635.1;protein_377,GCF_016755675.1;protein_372
GCF_016757555.1;protein_38,GCF_900478295.1;protein_224,GCF_021729605.1;protein_37,GCF_017821635.1;protein_37,GCF_016755675.1;protein_37
GCF_016757555.1;protein_380,GCF_900478295.1;protein_1334,GCF_021729605.1;protein_394,GCF_017821635.1;protein_378,GCF_016755675.1;protein_373
GCF_016757555.1;protein_381,GCF_900478295.1;protein_1333,GCF_021729605.1;protein_395,GCF_017821635.1;protein_379,GCF_016755675.1;protein_374
GCF_016757555.1;protein_382,GCF_900478295.1;protein_1332,GCF_021729605.1;protein_396,GCF_017821635.1;protein_380,GCF_016755675.1;protein_375
GCF_016757555.1;protein_383,GCF_900478295.1;protein_1331,GCF_021729605.1;protein_397,GCF_017821635.1;protein_381,GCF_016755675.1;protein_376
GCF_016757555.1;protein_384,GCF_900478295.1;protein_1330,GCF_021729605.1;protein_398,GCF_017821635.1;protein_382,GCF_016755675.1;protein_377
GCF_016757555.1;protein_385,GCF_900478295.1;protein_1329,GCF_021729605.1;protein_399,GCF_017821635.1;protein_383,GCF_016755675.1;protein_378
GCF_016757555.1;protein_386,GCF_900478295.1;protein_1328,GCF_021729605.1;protein_400,GCF_017821635.1;protein_384,GCF_016755675.1;protein_379
GCF_016757555.1;protein_387,GCF_900478295.1;protein_1327,GCF_021729605.1;protein_401,GCF_017821635.1;protein_385,GCF_016755675.1;protein_380
GCF_016757555.1;protein_388,GCF_900478295.1;protein_1326,GCF_021729605.1;protein_402,GCF_017821635.1;protein_386,GCF_016755675.1;protein_381
GCF_016757555.1;protein_389,GCF_900478295.1;protein_1325,GCF_021729605.1;protein_403,GCF_017821635.1;protein_387,GCF_016755675.1;protein_382
GCF_016757555.1;protein_39,GCF_900478295.1;protein_225,GCF_021729605.1;protein_38,GCF_017821635.1;protein_38,GCF_016755675.1;protein_38
GCF_016757555.1;protein_390,GCF_900478295.1;protein_1324,GCF_021729605.1;protein_404,GCF_017821635.1;protein_388,GCF_016755675.1;protein_383
GCF_016757555.1;protein_391,GCF_900478295.1;protein_1323,GCF_021729605.1;protein_405,GCF_017821635.1;protein_389,GCF_016755675.1;protein_384
GCF_016757555.1;protein_393,GCF_900478295.1;protein_1321,GCF_021729605.1;protein_407,GCF_017821635.1;protein_390,GCF_016755675.1;protein_386
GCF_016757555.1;protein_394,GCF_900478295.1;protein_1320,GCF_021729605.1;protein_408,GCF_017821635.1;protein_391,GCF_016755675.1;protein_387
GCF_016757555.1;protein_395,GCF_900478295.1;protein_1319,GCF_021729605.1;protein_409,GCF_017821635.1;protein_393,GCF_016755675.1;protein_388
GCF_016757555.1;protein_396,GCF_900478295.1;protein_1318,GCF_021729605.1;protein_410,GCF_017821635.1;protein_394,GCF_016755675.1;protein_389
GCF_016757555.1;protein_397,GCF_900478295.1;protein_1317,GCF_021729605.1;protein_411,GCF_017821635.1;protein_395,GCF_016755675.1;protein_390
GCF_016757555.1;protein_398,GCF_900478295.1;protein_1316,GCF_021729605.1;protein_412,GCF_017821635.1;protein_396,GCF_016755675.1;protein_391
GCF_016757555.1;protein_399,GCF_900478295.1;protein_1315,GCF_021729605.1;protein_413,GCF_017821635.1;protein_397,GCF_016755675.1;protein_392
GCF_016757555.1;protein_4,GCF_900478295.1;protein_191,GCF_021729605.1;protein_4,GCF_017821635.1;protein_4,GCF_016755675.1;protein_4
GCF_016757555.1;protein_40,GCF_900478295.1;protein_226,GCF_021729605.1;protein_39,GCF_017821635.1;protein_39,GCF_016755675.1;protein_39
GCF_016757555.1;protein_400,GCF_900478295.1;protein_1314,GCF_021729605.1;protein_414,GCF_017821635.1;protein_398,GCF_016755675.1;protein_393
GCF_016757555.1;protein_401,GCF_900478295.1;protein_1313,GCF_021729605.1;protein_415,GCF_017821635.1;protein_399,GCF_016755675.1;protein_394
GCF_016757555.1;protein_402,GCF_900478295.1;protein_1312,GCF_021729605.1;protein_416,GCF_017821635.1;protein_400,GCF_016755675.1;protein_395
GCF_016757555.1;protein_403,GCF_900478295.1;protein_1311,GCF_021729605.1;protein_417,GCF_017821635.1;protein_401,GCF_016755675.1;protein_396
GCF_016757555.1;protein_404,GCF_900478295.1;protein_1310,GCF_021729605.1;protein_418,GCF_017821635.1;protein_402,GCF_016755675.1;protein_397
GCF_016757555.1;protein_405,GCF_900478295.1;protein_1309,GCF_021729605.1;protein_419,GCF_017821635.1;protein_403,GCF_016755675.1;protein_398
GCF_016757555.1;protein_406,GCF_900478295.1;protein_1308,GCF_021729605.1;protein_420,GCF_017821635.1;protein_404,GCF_016755675.1;protein_399
GCF_016757555.1;protein_407,GCF_900478295.1;protein_1307,GCF_021729605.1;protein_421,GCF_017821635.1;protein_405,GCF_016755675.1;protein_400
GCF_016757555.1;protein_408,GCF_900478295.1;protein_1306,GCF_021729605.1;protein_422,GCF_017821635.1;protein_406,GCF_016755675.1;protein_401
GCF_016757555.1;protein_409,GCF_900478295.1;protein_1305,GCF_021729605.1;protein_423,GCF_017821635.1;protein_407,GCF_016755675.1;protein_402
GCF_016757555.1;protein_41,GCF_900478295.1;protein_228,GCF_021729605.1;protein_40,GCF_017821635.1;protein_42,GCF_016755675.1;protein_40
GCF_016757555.1;protein_410,GCF_900478295.1;protein_1304,GCF_021729605.1;protein_424,GCF_017821635.1;protein_408,GCF_016755675.1;protein_403
GCF_016757555.1;protein_411,GCF_900478295.1;protein_1303,GCF_021729605.1;protein_425,GCF_017821635.1;protein_409,GCF_016755675.1;protein_404
GCF_016757555.1;protein_412,GCF_900478295.1;protein_1302,GCF_021729605.1;protein_426,GCF_017821635.1;protein_410,GCF_016755675.1;protein_405
GCF_016757555.1;protein_413,GCF_900478295.1;protein_1301,GCF_021729605.1;protein_427,GCF_017821635.1;protein_411,GCF_016755675.1;protein_406
GCF_016757555.1;protein_414,GCF_900478295.1;protein_1300,GCF_021729605.1;protein_428,GCF_017821635.1;protein_412,GCF_016755675.1;protein_407
GCF_016757555.1;protein_415,GCF_900478295.1;protein_1299,GCF_021729605.1;protein_429,GCF_017821635.1;protein_413,GCF_016755675.1;protein_408
GCF_016757555.1;protein_416,GCF_900478295.1;protein_1298,GCF_021729605.1;protein_430,GCF_017821635.1;protein_414,GCF_016755675.1;protein_963
GCF_016757555.1;protein_417,GCF_900478295.1;protein_1297,GCF_021729605.1;protein_431,GCF_017821635.1;protein_415,GCF_016755675.1;protein_962
GCF_016757555.1;protein_418,GCF_900478295.1;protein_1296,GCF_021729605.1;protein_432,GCF_017821635.1;protein_416,GCF_016755675.1;protein_961
GCF_016757555.1;protein_419,GCF_900478295.1;protein_1295,GCF_021729605.1;protein_433,GCF_017821635.1;protein_417,GCF_016755675.1;protein_960
GCF_016757555.1;protein_42,GCF_900478295.1;protein_229,GCF_021729605.1;protein_41,GCF_017821635.1;protein_43,GCF_016755675.1;protein_41
GCF_016757555.1;protein_420,GCF_900478295.1;protein_1294,GCF_021729605.1;protein_434,GCF_017821635.1;protein_418,GCF_016755675.1;protein_959
GCF_016757555.1;protein_421,GCF_900478295.1;protein_1293,GCF_021729605.1;protein_435,GCF_017821635.1;protein_419,GCF_016755675.1;protein_958
GCF_016757555.1;protein_422,GCF_900478295.1;protein_1292,GCF_021729605.1;protein_436,GCF_017821635.1;protein_420,GCF_016755675.1;protein_957
GCF_016757555.1;protein_423,GCF_900478295.1;protein_1291,GCF_021729605.1;protein_437,GCF_017821635.1;protein_421,GCF_016755675.1;protein_956
GCF_016757555.1;protein_424,GCF_900478295.1;protein_1290,GCF_021729605.1;protein_438,GCF_017821635.1;protein_422,GCF_016755675.1;protein_955
GCF_016757555.1;protein_425,GCF_900478295.1;protein_1289,GCF_021729605.1;protein_439,GCF_017821635.1;protein_423,GCF_016755675.1;protein_954
GCF_016757555.1;protein_426,GCF_900478295.1;protein_1288,GCF_021729605.1;protein_440,GCF_017821635.1;protein_424,GCF_016755675.1;protein_953
GCF_016757555.1;protein_428,GCF_900478295.1;protein_1286,GCF_021729605.1;protein_481,GCF_017821635.1;protein_426,GCF_016755675.1;protein_951
GCF_016757555.1;protein_43,GCF_900478295.1;protein_230,GCF_021729605.1;protein_42,GCF_017821635.1;protein_44,GCF_016755675.1;protein_42
GCF_016757555.1;protein_430,GCF_900478295.1;protein_1282,GCF_021729605.1;protein_483,GCF_017821635.1;protein_429,GCF_016755675.1;protein_947
GCF_016757555.1;protein_431,GCF_900478295.1;protein_1281,GCF_021729605.1;protein_484,GCF_017821635.1;protein_430,GCF_016755675.1;protein_946
GCF_016757555.1;protein_432,GCF_900478295.1;protein_1280,GCF_021729605.1;protein_485,GCF_017821635.1;protein_431,GCF_016755675.1;protein_945
GCF_016757555.1;protein_433,GCF_900478295.1;protein_1279,GCF_021729605.1;protein_486,GCF_017821635.1;protein_432,GCF_016755675.1;protein_944
GCF_016757555.1;protein_434,GCF_900478295.1;protein_1278,GCF_021729605.1;protein_487,GCF_017821635.1;protein_433,GCF_016755675.1;protein_943
GCF_016757555.1;protein_435,GCF_900478295.1;protein_1277,GCF_021729605.1;protein_488,GCF_017821635.1;protein_434,GCF_016755675.1;protein_942
GCF_016757555.1;protein_436,GCF_900478295.1;protein_1276,GCF_021729605.1;protein_489,GCF_017821635.1;protein_435,GCF_016755675.1;protein_941
GCF_016757555.1;protein_437,GCF_900478295.1;protein_1275,GCF_021729605.1;protein_490,GCF_017821635.1;protein_436,GCF_016755675.1;protein_940
GCF_016757555.1;protein_438,GCF_900478295.1;protein_1274,GCF_021729605.1;protein_491,GCF_017821635.1;protein_437,GCF_016755675.1;protein_939
GCF_016757555.1;protein_44,GCF_900478295.1;protein_231,GCF_021729605.1;protein_43,GCF_017821635.1;protein_45,GCF_016755675.1;protein_43
GCF_016757555.1;protein_440,GCF_900478295.1;protein_1272,GCF_021729605.1;protein_493,GCF_017821635.1;protein_439,GCF_016755675.1;protein_937
GCF_016757555.1;protein_441,GCF_900478295.1;protein_1271,GCF_021729605.1;protein_494,GCF_017821635.1;protein_440,GCF_016755675.1;protein_936
GCF_016757555.1;protein_442,GCF_900478295.1;protein_1270,GCF_021729605.1;protein_495,GCF_017821635.1;protein_441,GCF_016755675.1;protein_935
GCF_016757555.1;protein_443,GCF_900478295.1;protein_1269,GCF_021729605.1;protein_496,GCF_017821635.1;protein_442,GCF_016755675.1;protein_934
GCF_016757555.1;protein_445,GCF_900478295.1;protein_1267,GCF_021729605.1;protein_498,GCF_017821635.1;protein_444,GCF_016755675.1;protein_932
GCF_016757555.1;protein_446,GCF_900478295.1;protein_1266,GCF_021729605.1;protein_499,GCF_017821635.1;protein_445,GCF_016755675.1;protein_931
GCF_016757555.1;protein_447,GCF_900478295.1;protein_1265,GCF_021729605.1;protein_500,GCF_017821635.1;protein_446,GCF_016755675.1;protein_930
GCF_016757555.1;protein_448,GCF_900478295.1;protein_1264,GCF_021729605.1;protein_501,GCF_017821635.1;protein_447,GCF_016755675.1;protein_929
GCF_016757555.1;protein_449,GCF_900478295.1;protein_1263,GCF_021729605.1;protein_502,GCF_017821635.1;protein_448,GCF_016755675.1;protein_928
GCF_016757555.1;protein_452,GCF_900478295.1;protein_1260,GCF_021729605.1;protein_505,GCF_017821635.1;protein_452,GCF_016755675.1;protein_926
GCF_016757555.1;protein_453,GCF_900478295.1;protein_1259,GCF_021729605.1;protein_506,GCF_017821635.1;protein_453,GCF_016755675.1;protein_925
GCF_016757555.1;protein_454,GCF_900478295.1;protein_1258,GCF_021729605.1;protein_507,GCF_017821635.1;protein_454,GCF_016755675.1;protein_924
GCF_016757555.1;protein_457,GCF_900478295.1;protein_1058,GCF_021729605.1;protein_833,GCF_017821635.1;protein_660,GCF_016755675.1;protein_553
GCF_016757555.1;protein_458,GCF_900478295.1;protein_1057,GCF_021729605.1;protein_832,GCF_017821635.1;protein_661,GCF_016755675.1;protein_554
GCF_016757555.1;protein_459,GCF_900478295.1;protein_1056,GCF_021729605.1;protein_831,GCF_017821635.1;protein_662,GCF_016755675.1;protein_555
GCF_016757555.1;protein_460,GCF_900478295.1;protein_1055,GCF_021729605.1;protein_830,GCF_017821635.1;protein_663,GCF_016755675.1;protein_556
GCF_016757555.1;protein_461,GCF_900478295.1;protein_1054,GCF_021729605.1;protein_829,GCF_017821635.1;protein_664,GCF_016755675.1;protein_557
GCF_016757555.1;protein_462,GCF_900478295.1;protein_1053,GCF_021729605.1;protein_828,GCF_017821635.1;protein_665,GCF_016755675.1;protein_558
GCF_016757555.1;protein_463,GCF_900478295.1;protein_1052,GCF_021729605.1;protein_827,GCF_017821635.1;protein_666,GCF_016755675.1;protein_559
GCF_016757555.1;protein_464,GCF_900478295.1;protein_1051,GCF_021729605.1;protein_826,GCF_017821635.1;protein_667,GCF_016755675.1;protein_560
GCF_016757555.1;protein_465,GCF_900478295.1;protein_1050,GCF_021729605.1;protein_825,GCF_017821635.1;protein_668,GCF_016755675.1;protein_561
GCF_016757555.1;protein_466,GCF_900478295.1;protein_1049,GCF_021729605.1;protein_824,GCF_017821635.1;protein_669,GCF_016755675.1;protein_562
GCF_016757555.1;protein_467,GCF_900478295.1;protein_1048,GCF_021729605.1;protein_823,GCF_017821635.1;protein_670,GCF_016755675.1;protein_563
GCF_016757555.1;protein_468,GCF_900478295.1;protein_1047,GCF_021729605.1;protein_822,GCF_017821635.1;protein_671,GCF_016755675.1;protein_564
GCF_016757555.1;protein_469,GCF_900478295.1;protein_1046,GCF_021729605.1;protein_821,GCF_017821635.1;protein_672,GCF_016755675.1;protein_565
GCF_016757555.1;protein_470,GCF_900478295.1;protein_1045,GCF_021729605.1;protein_820,GCF_017821635.1;protein_673,GCF_016755675.1;protein_566
GCF_016757555.1;protein_471,GCF_900478295.1;protein_1044,GCF_021729605.1;protein_819,GCF_017821635.1;protein_674,GCF_016755675.1;protein_567
GCF_016757555.1;protein_472,GCF_900478295.1;protein_1043,GCF_021729605.1;protein_818,GCF_017821635.1;protein_675,GCF_016755675.1;protein_568
GCF_016757555.1;protein_473,GCF_900478295.1;protein_1042,GCF_021729605.1;protein_817,GCF_017821635.1;protein_676,GCF_016755675.1;protein_569
GCF_016757555.1;protein_474,GCF_900478295.1;protein_1041,GCF_021729605.1;protein_816,GCF_017821635.1;protein_677,GCF_016755675.1;protein_570
GCF_016757555.1;protein_475,GCF_900478295.1;protein_1040,GCF_021729605.1;protein_815,GCF_017821635.1;protein_678,GCF_016755675.1;protein_571
GCF_016757555.1;protein_476,GCF_900478295.1;protein_1039,GCF_021729605.1;protein_814,GCF_017821635.1;protein_679,GCF_016755675.1;protein_572
GCF_016757555.1;protein_477,GCF_900478295.1;protein_1038,GCF_021729605.1;protein_813,GCF_017821635.1;protein_680,GCF_016755675.1;protein_573
GCF_016757555.1;protein_478,GCF_900478295.1;protein_1037,GCF_021729605.1;protein_812,GCF_017821635.1;protein_681,GCF_016755675.1;protein_574
GCF_016757555.1;protein_479,GCF_900478295.1;protein_1036,GCF_021729605.1;protein_811,GCF_017821635.1;protein_682,GCF_016755675.1;protein_576
GCF_016757555.1;protein_48,GCF_900478295.1;protein_238,GCF_021729605.1;protein_48,GCF_017821635.1;protein_51,GCF_016755675.1;protein_47
GCF_016757555.1;protein_480,GCF_900478295.1;protein_1035,GCF_021729605.1;protein_810,GCF_017821635.1;protein_683,GCF_016755675.1;protein_577
GCF_016757555.1;protein_481,GCF_900478295.1;protein_1034,GCF_021729605.1;protein_809,GCF_017821635.1;protein_684,GCF_016755675.1;protein_578
GCF_016757555.1;protein_482,GCF_900478295.1;protein_1033,GCF_021729605.1;protein_808,GCF_017821635.1;protein_685,GCF_016755675.1;protein_579
GCF_016757555.1;protein_487,GCF_900478295.1;protein_1028,GCF_021729605.1;protein_804,GCF_017821635.1;protein_715,GCF_016755675.1;protein_585
GCF_016757555.1;protein_488,GCF_900478295.1;protein_1027,GCF_021729605.1;protein_803,GCF_017821635.1;protein_716,GCF_016755675.1;protein_586
GCF_016757555.1;protein_489,GCF_900478295.1;protein_1026,GCF_021729605.1;protein_802,GCF_017821635.1;protein_717,GCF_016755675.1;protein_587
GCF_016757555.1;protein_49,GCF_900478295.1;protein_239,GCF_021729605.1;protein_49,GCF_017821635.1;protein_52,GCF_016755675.1;protein_48
GCF_016757555.1;protein_490,GCF_900478295.1;protein_1025,GCF_021729605.1;protein_801,GCF_017821635.1;protein_718,GCF_016755675.1;protein_588
GCF_016757555.1;protein_491,GCF_900478295.1;protein_1024,GCF_021729605.1;protein_800,GCF_017821635.1;protein_719,GCF_016755675.1;protein_589
GCF_016757555.1;protein_492,GCF_900478295.1;protein_1023,GCF_021729605.1;protein_799,GCF_017821635.1;protein_720,GCF_016755675.1;protein_590
GCF_016757555.1;protein_493,GCF_900478295.1;protein_1022,GCF_021729605.1;protein_798,GCF_017821635.1;protein_721,GCF_016755675.1;protein_591
GCF_016757555.1;protein_494,GCF_900478295.1;protein_1021,GCF_021729605.1;protein_797,GCF_017821635.1;protein_722,GCF_016755675.1;protein_592
GCF_016757555.1;protein_495,GCF_900478295.1;protein_1020,GCF_021729605.1;protein_796,GCF_017821635.1;protein_723,GCF_016755675.1;protein_593
GCF_016757555.1;protein_496,GCF_900478295.1;protein_1019,GCF_021729605.1;protein_795,GCF_017821635.1;protein_724,GCF_016755675.1;protein_594
GCF_016757555.1;protein_497,GCF_900478295.1;protein_1018,GCF_021729605.1;protein_794,GCF_017821635.1;protein_725,GCF_016755675.1;protein_595
GCF_016757555.1;protein_498,GCF_900478295.1;protein_1017,GCF_021729605.1;protein_793,GCF_017821635.1;protein_726,GCF_016755675.1;protein_596
GCF_016757555.1;protein_499,GCF_900478295.1;protein_1016,GCF_021729605.1;protein_792,GCF_017821635.1;protein_727,GCF_016755675.1;protein_597
GCF_016757555.1;protein_5,GCF_900478295.1;protein_192,GCF_021729605.1;protein_5,GCF_017821635.1;protein_5,GCF_016755675.1;protein_5
GCF_016757555.1;protein_50,GCF_900478295.1;protein_240,GCF_021729605.1;protein_50,GCF_017821635.1;protein_53,GCF_016755675.1;protein_49
GCF_016757555.1;protein_500,GCF_900478295.1;protein_1015,GCF_021729605.1;protein_791,GCF_017821635.1;protein_728,GCF_016755675.1;protein_598
GCF_016757555.1;protein_501,GCF_900478295.1;protein_1014,GCF_021729605.1;protein_790,GCF_017821635.1;protein_729,GCF_016755675.1;protein_599
GCF_016757555.1;protein_502,GCF_900478295.1;protein_1013,GCF_021729605.1;protein_789,GCF_017821635.1;protein_730,GCF_016755675.1;protein_600
GCF_016757555.1;protein_503,GCF_900478295.1;protein_1012,GCF_021729605.1;protein_788,GCF_017821635.1;protein_731,GCF_016755675.1;protein_601
GCF_016757555.1;protein_504,GCF_900478295.1;protein_1011,GCF_021729605.1;protein_787,GCF_017821635.1;protein_732,GCF_016755675.1;protein_602
GCF_016757555.1;protein_505,GCF_900478295.1;protein_1010,GCF_021729605.1;protein_786,GCF_017821635.1;protein_733,GCF_016755675.1;protein_603
GCF_016757555.1;protein_506,GCF_900478295.1;protein_1009,GCF_021729605.1;protein_785,GCF_017821635.1;protein_734,GCF_016755675.1;protein_604
GCF_016757555.1;protein_507,GCF_900478295.1;protein_1008,GCF_021729605.1;protein_784,GCF_017821635.1;protein_735,GCF_016755675.1;protein_605
GCF_016757555.1;protein_508,GCF_900478295.1;protein_1007,GCF_021729605.1;protein_783,GCF_017821635.1;protein_736,GCF_016755675.1;protein_606
GCF_016757555.1;protein_509,GCF_900478295.1;protein_1006,GCF_021729605.1;protein_782,GCF_017821635.1;protein_737,GCF_016755675.1;protein_607
GCF_016757555.1;protein_510,GCF_900478295.1;protein_1005,GCF_021729605.1;protein_781,GCF_017821635.1;protein_738,GCF_016755675.1;protein_608
GCF_016757555.1;protein_511,GCF_900478295.1;protein_1004,GCF_021729605.1;protein_780,GCF_017821635.1;protein_739,GCF_016755675.1;protein_609
GCF_016757555.1;protein_512,GCF_900478295.1;protein_1003,GCF_021729605.1;protein_779,GCF_017821635.1;protein_740,GCF_016755675.1;protein_610
GCF_016757555.1;protein_513,GCF_900478295.1;protein_1002,GCF_021729605.1;protein_778,GCF_017821635.1;protein_741,GCF_016755675.1;protein_611
GCF_016757555.1;protein_514,GCF_900478295.1;protein_1001,GCF_021729605.1;protein_777,GCF_017821635.1;protein_742,GCF_016755675.1;protein_612
GCF_016757555.1;protein_515,GCF_900478295.1;protein_1000,GCF_021729605.1;protein_769,GCF_017821635.1;protein_743,GCF_016755675.1;protein_613
GCF_016757555.1;protein_516,GCF_900478295.1;protein_999,GCF_021729605.1;protein_768,GCF_017821635.1;protein_744,GCF_016755675.1;protein_614
GCF_016757555.1;protein_517,GCF_900478295.1;protein_998,GCF_021729605.1;protein_767,GCF_017821635.1;protein_745,GCF_016755675.1;protein_615
GCF_016757555.1;protein_518,GCF_900478295.1;protein_997,GCF_021729605.1;protein_766,GCF_017821635.1;protein_746,GCF_016755675.1;protein_616
GCF_016757555.1;protein_519,GCF_900478295.1;protein_996,GCF_021729605.1;protein_765,GCF_017821635.1;protein_747,GCF_016755675.1;protein_617
GCF_016757555.1;protein_520,GCF_900478295.1;protein_995,GCF_021729605.1;protein_764,GCF_017821635.1;protein_748,GCF_016755675.1;protein_618
GCF_016757555.1;protein_521,GCF_900478295.1;protein_994,GCF_021729605.1;protein_763,GCF_017821635.1;protein_749,GCF_016755675.1;protein_619
GCF_016757555.1;protein_522,GCF_900478295.1;protein_993,GCF_021729605.1;protein_762,GCF_017821635.1;protein_750,GCF_016755675.1;protein_620
GCF_016757555.1;protein_523,GCF_900478295.1;protein_992,GCF_021729605.1;protein_761,GCF_017821635.1;protein_751,GCF_016755675.1;protein_621
GCF_016757555.1;protein_524,GCF_900478295.1;protein_991,GCF_021729605.1;protein_760,GCF_017821635.1;protein_752,GCF_016755675.1;protein_622
GCF_016757555.1;protein_526,GCF_900478295.1;protein_989,GCF_021729605.1;protein_759,GCF_017821635.1;protein_754,GCF_016755675.1;protein_624
GCF_016757555.1;protein_527,GCF_900478295.1;protein_988,GCF_021729605.1;protein_758,GCF_017821635.1;protein_755,GCF_016755675.1;protein_625
GCF_016757555.1;protein_528,GCF_900478295.1;protein_987,GCF_021729605.1;protein_756,GCF_017821635.1;protein_756,GCF_016755675.1;protein_626
GCF_016757555.1;protein_529,GCF_900478295.1;protein_986,GCF_021729605.1;protein_755,GCF_017821635.1;protein_757,GCF_016755675.1;protein_627
GCF_016757555.1;protein_530,GCF_900478295.1;protein_985,GCF_021729605.1;protein_754,GCF_017821635.1;protein_758,GCF_016755675.1;protein_628
GCF_016757555.1;protein_531,GCF_900478295.1;protein_984,GCF_021729605.1;protein_753,GCF_017821635.1;protein_759,GCF_016755675.1;protein_629
GCF_016757555.1;protein_532,GCF_900478295.1;protein_983,GCF_021729605.1;protein_752,GCF_017821635.1;protein_760,GCF_016755675.1;protein_630
GCF_016757555.1;protein_533,GCF_900478295.1;protein_982,GCF_021729605.1;protein_751,GCF_017821635.1;protein_761,GCF_016755675.1;protein_631
GCF_016757555.1;protein_534,GCF_900478295.1;protein_981,GCF_021729605.1;protein_750,GCF_017821635.1;protein_762,GCF_016755675.1;protein_632
GCF_016757555.1;protein_535,GCF_900478295.1;protein_980,GCF_021729605.1;protein_749,GCF_017821635.1;protein_763,GCF_016755675.1;protein_633
GCF_016757555.1;protein_536,GCF_900478295.1;protein_979,GCF_021729605.1;protein_748,GCF_017821635.1;protein_764,GCF_016755675.1;protein_634
GCF_016757555.1;protein_537,GCF_900478295.1;protein_978,GCF_021729605.1;protein_747,GCF_017821635.1;protein_765,GCF_016755675.1;protein_635
GCF_016757555.1;protein_538,GCF_900478295.1;protein_977,GCF_021729605.1;protein_746,GCF_017821635.1;protein_766,GCF_016755675.1;protein_636
GCF_016757555.1;protein_539,GCF_900478295.1;protein_976,GCF_021729605.1;protein_745,GCF_017821635.1;protein_767,GCF_016755675.1;protein_637
GCF_016757555.1;protein_54,GCF_900478295.1;protein_244,GCF_021729605.1;protein_54,GCF_017821635.1;protein_57,GCF_016755675.1;protein_54
GCF_016757555.1;protein_540,GCF_900478295.1;protein_975,GCF_021729605.1;protein_744,GCF_017821635.1;protein_768,GCF_016755675.1;protein_638
GCF_016757555.1;protein_541,GCF_900478295.1;protein_974,GCF_021729605.1;protein_743,GCF_017821635.1;protein_769,GCF_016755675.1;protein_639
GCF_016757555.1;protein_543,GCF_900478295.1;protein_972,GCF_021729605.1;protein_741,GCF_017821635.1;protein_773,GCF_016755675.1;protein_641
GCF_016757555.1;protein_544,GCF_900478295.1;protein_971,GCF_021729605.1;protein_740,GCF_017821635.1;protein_774,GCF_016755675.1;protein_642
GCF_016757555.1;protein_545,GCF_900478295.1;protein_970,GCF_021729605.1;protein_739,GCF_017821635.1;protein_775,GCF_016755675.1;protein_643
GCF_016757555.1;protein_546,GCF_900478295.1;protein_969,GCF_021729605.1;protein_738,GCF_017821635.1;protein_776,GCF_016755675.1;protein_644
GCF_016757555.1;protein_547,GCF_900478295.1;protein_968,GCF_021729605.1;protein_737,GCF_017821635.1;protein_777,GCF_016755675.1;protein_645
GCF_016757555.1;protein_548,GCF_900478295.1;protein_967,GCF_021729605.1;protein_736,GCF_017821635.1;protein_778,GCF_016755675.1;protein_646
GCF_016757555.1;protein_549,GCF_900478295.1;protein_966,GCF_021729605.1;protein_735,GCF_017821635.1;protein_779,GCF_016755675.1;protein_647
GCF_016757555.1;protein_55,GCF_900478295.1;protein_245,GCF_021729605.1;protein_55,GCF_017821635.1;protein_58,GCF_016755675.1;protein_55
GCF_016757555.1;protein_550,GCF_900478295.1;protein_964,GCF_021729605.1;protein_734,GCF_017821635.1;protein_780,GCF_016755675.1;protein_648
GCF_016757555.1;protein_551,GCF_900478295.1;protein_963,GCF_021729605.1;protein_733,GCF_017821635.1;protein_781,GCF_016755675.1;protein_649
GCF_016757555.1;protein_552,GCF_900478295.1;protein_962,GCF_021729605.1;protein_732,GCF_017821635.1;protein_782,GCF_016755675.1;protein_650
GCF_016757555.1;protein_553,GCF_900478295.1;protein_961,GCF_021729605.1;protein_731,GCF_017821635.1;protein_783,GCF_016755675.1;protein_651
GCF_016757555.1;protein_554,GCF_900478295.1;protein_960,GCF_021729605.1;protein_730,GCF_017821635.1;protein_784,GCF_016755675.1;protein_652
