GCF_002953555.1,GCF_010917155.1,GCF_003050665.1,GCF_019974055.1,GCF_022923035.1,GCF_022925215.1,GCF_016748795.1,GCF_017821355.1,GCF_017821275.1,GCF_003636855.2,GCF_030323385.1,GCF_002952575.1,GCF_017821635.1,GCF_006337405.1,GCF_002952635.1,GCF_001653415.1,GCF_022923775.1,GCF_017821475.1,GCF_002906535.1,GCF_051131785.1,GCF_020735805.1,GCF_013122035.1,GCF_002906555.1,GCF_030323485.1,GCF_030062605.1,GCF_022921575.1,GCF_022925945.1,GCF_017821595.1,GCF_002951975.1,GCF_006337745.1
GCF_002953555.1;protein_1023,GCF_010917155.1;protein_695,GCF_003050665.1;protein_529,GCF_019974055.1;protein_777,GCF_022923035.1;protein_1007,GCF_022925215.1;protein_996,GCF_016748795.1;protein_372,GCF_017821355.1;protein_376,GCF_017821275.1;protein_374,GCF_003636855.2;protein_1425,GCF_030323385.1;protein_535,GCF_002952575.1;protein_1066,GCF_017821635.1;protein_382,GCF_006337405.1;protein_1056,GCF_002952635.1;protein_1071,GCF_001653415.1;protein_441,GCF_022923775.1;protein_1068,GCF_017821475.1;protein_374,GCF_002906535.1;protein_1021,GCF_051131785.1;protein_1068,GCF_020735805.1;protein_950,GCF_013122035.1;protein_558,GCF_002906555.1;protein_1020,GCF_030323485.1;protein_1023,GCF_030062605.1;protein_314,GCF_022921575.1;protein_1026,GCF_022925945.1;protein_1036,GCF_017821595.1;protein_375,GCF_002951975.1;protein_1066,GCF_006337745.1;protein_476
GCF_002953555.1;protein_1024,GCF_010917155.1;protein_694,GCF_003050665.1;protein_530,GCF_019974055.1;protein_776,GCF_022923035.1;protein_1008,GCF_022925215.1;protein_997,GCF_016748795.1;protein_371,GCF_017821355.1;protein_375,GCF_017821275.1;protein_373,GCF_003636855.2;protein_1426,GCF_030323385.1;protein_534,GCF_002952575.1;protein_1067,GCF_017821635.1;protein_381,GCF_006337405.1;protein_1057,GCF_002952635.1;protein_1072,GCF_001653415.1;protein_440,GCF_022923775.1;protein_1069,GCF_017821475.1;protein_373,GCF_002906535.1;protein_1022,GCF_051131785.1;protein_1069,GCF_020735805.1;protein_949,GCF_013122035.1;protein_557,GCF_002906555.1;protein_1021,GCF_030323485.1;protein_1024,GCF_030062605.1;protein_313,GCF_022921575.1;protein_1027,GCF_022925945.1;protein_1037,GCF_017821595.1;protein_374,GCF_002951975.1;protein_1067,GCF_006337745.1;protein_475
GCF_002953555.1;protein_1025,GCF_010917155.1;protein_693,GCF_003050665.1;protein_531,GCF_019974055.1;protein_775,GCF_022923035.1;protein_1009,GCF_022925215.1;protein_998,GCF_016748795.1;protein_370,GCF_017821355.1;protein_374,GCF_017821275.1;protein_372,GCF_003636855.2;protein_1427,GCF_030323385.1;protein_533,GCF_002952575.1;protein_1068,GCF_017821635.1;protein_380,GCF_006337405.1;protein_1058,GCF_002952635.1;protein_1073,GCF_001653415.1;protein_439,GCF_022923775.1;protein_1070,GCF_017821475.1;protein_372,GCF_002906535.1;protein_1023,GCF_051131785.1;protein_1070,GCF_020735805.1;protein_948,GCF_013122035.1;protein_556,GCF_002906555.1;protein_1022,GCF_030323485.1;protein_1025,GCF_030062605.1;protein_312,GCF_022921575.1;protein_1028,GCF_022925945.1;protein_1038,GCF_017821595.1;protein_373,GCF_002951975.1;protein_1068,GCF_006337745.1;protein_474
GCF_002953555.1;protein_1026,GCF_010917155.1;protein_692,GCF_003050665.1;protein_532,GCF_019974055.1;protein_774,GCF_022923035.1;protein_1010,GCF_022925215.1;protein_999,GCF_016748795.1;protein_369,GCF_017821355.1;protein_373,GCF_017821275.1;protein_371,GCF_003636855.2;protein_1428,GCF_030323385.1;protein_532,GCF_002952575.1;protein_1069,GCF_017821635.1;protein_379,GCF_006337405.1;protein_1059,GCF_002952635.1;protein_1074,GCF_001653415.1;protein_438,GCF_022923775.1;protein_1071,GCF_017821475.1;protein_371,GCF_002906535.1;protein_1024,GCF_051131785.1;protein_1071,GCF_020735805.1;protein_947,GCF_013122035.1;protein_555,GCF_002906555.1;protein_1023,GCF_030323485.1;protein_1026,GCF_030062605.1;protein_311,GCF_022921575.1;protein_1029,GCF_022925945.1;protein_1039,GCF_017821595.1;protein_372,GCF_002951975.1;protein_1069,GCF_006337745.1;protein_473
GCF_002953555.1;protein_1027,GCF_010917155.1;protein_691,GCF_003050665.1;protein_533,GCF_019974055.1;protein_773,GCF_022923035.1;protein_1011,GCF_022925215.1;protein_1000,GCF_016748795.1;protein_368,GCF_017821355.1;protein_372,GCF_017821275.1;protein_370,GCF_003636855.2;protein_1429,GCF_030323385.1;protein_531,GCF_002952575.1;protein_1070,GCF_017821635.1;protein_378,GCF_006337405.1;protein_1060,GCF_002952635.1;protein_1075,GCF_001653415.1;protein_437,GCF_022923775.1;protein_1072,GCF_017821475.1;protein_370,GCF_002906535.1;protein_1025,GCF_051131785.1;protein_1072,GCF_020735805.1;protein_946,GCF_013122035.1;protein_554,GCF_002906555.1;protein_1024,GCF_030323485.1;protein_1027,GCF_030062605.1;protein_310,GCF_022921575.1;protein_1030,GCF_022925945.1;protein_1040,GCF_017821595.1;protein_371,GCF_002951975.1;protein_1070,GCF_006337745.1;protein_472
GCF_002953555.1;protein_1028,GCF_010917155.1;protein_690,GCF_003050665.1;protein_534,GCF_019974055.1;protein_772,GCF_022923035.1;protein_1012,GCF_022925215.1;protein_1001,GCF_016748795.1;protein_367,GCF_017821355.1;protein_371,GCF_017821275.1;protein_369,GCF_003636855.2;protein_1430,GCF_030323385.1;protein_530,GCF_002952575.1;protein_1071,GCF_017821635.1;protein_377,GCF_006337405.1;protein_1061,GCF_002952635.1;protein_1076,GCF_001653415.1;protein_436,GCF_022923775.1;protein_1073,GCF_017821475.1;protein_369,GCF_002906535.1;protein_1026,GCF_051131785.1;protein_1073,GCF_020735805.1;protein_945,GCF_013122035.1;protein_553,GCF_002906555.1;protein_1025,GCF_030323485.1;protein_1028,GCF_030062605.1;protein_309,GCF_022921575.1;protein_1031,GCF_022925945.1;protein_1041,GCF_017821595.1;protein_370,GCF_002951975.1;protein_1071,GCF_006337745.1;protein_471
GCF_002953555.1;protein_1029,GCF_010917155.1;protein_689,GCF_003050665.1;protein_535,GCF_019974055.1;protein_771,GCF_022923035.1;protein_1013,GCF_022925215.1;protein_1002,GCF_016748795.1;protein_366,GCF_017821355.1;protein_370,GCF_017821275.1;protein_368,GCF_003636855.2;protein_1431,GCF_030323385.1;protein_529,GCF_002952575.1;protein_1072,GCF_017821635.1;protein_376,GCF_006337405.1;protein_1062,GCF_002952635.1;protein_1077,GCF_001653415.1;protein_435,GCF_022923775.1;protein_1074,GCF_017821475.1;protein_368,GCF_002906535.1;protein_1027,GCF_051131785.1;protein_1074,GCF_020735805.1;protein_944,GCF_013122035.1;protein_552,GCF_002906555.1;protein_1026,GCF_030323485.1;protein_1029,GCF_030062605.1;protein_308,GCF_022921575.1;protein_1032,GCF_022925945.1;protein_1042,GCF_017821595.1;protein_369,GCF_002951975.1;protein_1072,GCF_006337745.1;protein_470
GCF_002953555.1;protein_1030,GCF_010917155.1;protein_688,GCF_003050665.1;protein_536,GCF_019974055.1;protein_770,GCF_022923035.1;protein_1014,GCF_022925215.1;protein_1003,GCF_016748795.1;protein_365,GCF_017821355.1;protein_369,GCF_017821275.1;protein_367,GCF_003636855.2;protein_1432,GCF_030323385.1;protein_528,GCF_002952575.1;protein_1073,GCF_017821635.1;protein_375,GCF_006337405.1;protein_1063,GCF_002952635.1;protein_1078,GCF_001653415.1;protein_434,GCF_022923775.1;protein_1075,GCF_017821475.1;protein_367,GCF_002906535.1;protein_1028,GCF_051131785.1;protein_1075,GCF_020735805.1;protein_943,GCF_013122035.1;protein_551,GCF_002906555.1;protein_1027,GCF_030323485.1;protein_1030,GCF_030062605.1;protein_307,GCF_022921575.1;protein_1033,GCF_022925945.1;protein_1043,GCF_017821595.1;protein_368,GCF_002951975.1;protein_1073,GCF_006337745.1;protein_469
GCF_002953555.1;protein_1031,GCF_010917155.1;protein_687,GCF_003050665.1;protein_537,GCF_019974055.1;protein_769,GCF_022923035.1;protein_1015,GCF_022925215.1;protein_1004,GCF_016748795.1;protein_364,GCF_017821355.1;protein_368,GCF_017821275.1;protein_366,GCF_003636855.2;protein_1433,GCF_030323385.1;protein_527,GCF_002952575.1;protein_1074,GCF_017821635.1;protein_374,GCF_006337405.1;protein_1064,GCF_002952635.1;protein_1079,GCF_001653415.1;protein_433,GCF_022923775.1;protein_1076,GCF_017821475.1;protein_366,GCF_002906535.1;protein_1029,GCF_051131785.1;protein_1076,GCF_020735805.1;protein_942,GCF_013122035.1;protein_550,GCF_002906555.1;protein_1028,GCF_030323485.1;protein_1031,GCF_030062605.1;protein_306,GCF_022921575.1;protein_1034,GCF_022925945.1;protein_1044,GCF_017821595.1;protein_367,GCF_002951975.1;protein_1074,GCF_006337745.1;protein_468
GCF_002953555.1;protein_1032,GCF_010917155.1;protein_686,GCF_003050665.1;protein_538,GCF_019974055.1;protein_768,GCF_022923035.1;protein_1016,GCF_022925215.1;protein_1005,GCF_016748795.1;protein_363,GCF_017821355.1;protein_367,GCF_017821275.1;protein_365,GCF_003636855.2;protein_1434,GCF_030323385.1;protein_526,GCF_002952575.1;protein_1075,GCF_017821635.1;protein_373,GCF_006337405.1;protein_1065,GCF_002952635.1;protein_1080,GCF_001653415.1;protein_432,GCF_022923775.1;protein_1077,GCF_017821475.1;protein_365,GCF_002906535.1;protein_1030,GCF_051131785.1;protein_1077,GCF_020735805.1;protein_941,GCF_013122035.1;protein_549,GCF_002906555.1;protein_1029,GCF_030323485.1;protein_1032,GCF_030062605.1;protein_305,GCF_022921575.1;protein_1035,GCF_022925945.1;protein_1045,GCF_017821595.1;protein_366,GCF_002951975.1;protein_1075,GCF_006337745.1;protein_467
GCF_002953555.1;protein_1033,GCF_010917155.1;protein_685,GCF_003050665.1;protein_539,GCF_019974055.1;protein_767,GCF_022923035.1;protein_1017,GCF_022925215.1;protein_1006,GCF_016748795.1;protein_362,GCF_017821355.1;protein_366,GCF_017821275.1;protein_364,GCF_003636855.2;protein_1435,GCF_030323385.1;protein_525,GCF_002952575.1;protein_1076,GCF_017821635.1;protein_372,GCF_006337405.1;protein_1066,GCF_002952635.1;protein_1081,GCF_001653415.1;protein_431,GCF_022923775.1;protein_1078,GCF_017821475.1;protein_364,GCF_002906535.1;protein_1031,GCF_051131785.1;protein_1078,GCF_020735805.1;protein_940,GCF_013122035.1;protein_548,GCF_002906555.1;protein_1030,GCF_030323485.1;protein_1033,GCF_030062605.1;protein_304,GCF_022921575.1;protein_1036,GCF_022925945.1;protein_1046,GCF_017821595.1;protein_365,GCF_002951975.1;protein_1076,GCF_006337745.1;protein_466
GCF_002953555.1;protein_1034,GCF_010917155.1;protein_684,GCF_003050665.1;protein_540,GCF_019974055.1;protein_766,GCF_022923035.1;protein_1018,GCF_022925215.1;protein_1007,GCF_016748795.1;protein_361,GCF_017821355.1;protein_365,GCF_017821275.1;protein_363,GCF_003636855.2;protein_1436,GCF_030323385.1;protein_524,GCF_002952575.1;protein_1077,GCF_017821635.1;protein_371,GCF_006337405.1;protein_1067,GCF_002952635.1;protein_1082,GCF_001653415.1;protein_430,GCF_022923775.1;protein_1079,GCF_017821475.1;protein_363,GCF_002906535.1;protein_1032,GCF_051131785.1;protein_1079,GCF_020735805.1;protein_939,GCF_013122035.1;protein_547,GCF_002906555.1;protein_1031,GCF_030323485.1;protein_1034,GCF_030062605.1;protein_303,GCF_022921575.1;protein_1037,GCF_022925945.1;protein_1047,GCF_017821595.1;protein_364,GCF_002951975.1;protein_1077,GCF_006337745.1;protein_465
GCF_002953555.1;protein_1035,GCF_010917155.1;protein_683,GCF_003050665.1;protein_541,GCF_019974055.1;protein_765,GCF_022923035.1;protein_1019,GCF_022925215.1;protein_1008,GCF_016748795.1;protein_360,GCF_017821355.1;protein_364,GCF_017821275.1;protein_362,GCF_003636855.2;protein_1437,GCF_030323385.1;protein_523,GCF_002952575.1;protein_1078,GCF_017821635.1;protein_370,GCF_006337405.1;protein_1068,GCF_002952635.1;protein_1083,GCF_001653415.1;protein_429,GCF_022923775.1;protein_1080,GCF_017821475.1;protein_362,GCF_002906535.1;protein_1033,GCF_051131785.1;protein_1080,GCF_020735805.1;protein_938,GCF_013122035.1;protein_546,GCF_002906555.1;protein_1032,GCF_030323485.1;protein_1035,GCF_030062605.1;protein_302,GCF_022921575.1;protein_1038,GCF_022925945.1;protein_1048,GCF_017821595.1;protein_363,GCF_002951975.1;protein_1078,GCF_006337745.1;protein_464
GCF_002953555.1;protein_1036,GCF_010917155.1;protein_682,GCF_003050665.1;protein_542,GCF_019974055.1;protein_764,GCF_022923035.1;protein_1020,GCF_022925215.1;protein_1009,GCF_016748795.1;protein_359,GCF_017821355.1;protein_363,GCF_017821275.1;protein_361,GCF_003636855.2;protein_1438,GCF_030323385.1;protein_522,GCF_002952575.1;protein_1079,GCF_017821635.1;protein_369,GCF_006337405.1;protein_1069,GCF_002952635.1;protein_1084,GCF_001653415.1;protein_428,GCF_022923775.1;protein_1081,GCF_017821475.1;protein_361,GCF_002906535.1;protein_1034,GCF_051131785.1;protein_1081,GCF_020735805.1;protein_937,GCF_013122035.1;protein_545,GCF_002906555.1;protein_1033,GCF_030323485.1;protein_1036,GCF_030062605.1;protein_301,GCF_022921575.1;protein_1039,GCF_022925945.1;protein_1049,GCF_017821595.1;protein_362,GCF_002951975.1;protein_1079,GCF_006337745.1;protein_463
GCF_002953555.1;protein_1037,GCF_010917155.1;protein_681,GCF_003050665.1;protein_543,GCF_019974055.1;protein_763,GCF_022923035.1;protein_1021,GCF_022925215.1;protein_1010,GCF_016748795.1;protein_358,GCF_017821355.1;protein_362,GCF_017821275.1;protein_360,GCF_003636855.2;protein_1439,GCF_030323385.1;protein_521,GCF_002952575.1;protein_1080,GCF_017821635.1;protein_368,GCF_006337405.1;protein_1070,GCF_002952635.1;protein_1085,GCF_001653415.1;protein_427,GCF_022923775.1;protein_1082,GCF_017821475.1;protein_360,GCF_002906535.1;protein_1035,GCF_051131785.1;protein_1082,GCF_020735805.1;protein_936,GCF_013122035.1;protein_544,GCF_002906555.1;protein_1034,GCF_030323485.1;protein_1037,GCF_030062605.1;protein_300,GCF_022921575.1;protein_1040,GCF_022925945.1;protein_1050,GCF_017821595.1;protein_361,GCF_002951975.1;protein_1080,GCF_006337745.1;protein_462
GCF_002953555.1;protein_1038,GCF_010917155.1;protein_680,GCF_003050665.1;protein_544,GCF_019974055.1;protein_762,GCF_022923035.1;protein_1022,GCF_022925215.1;protein_1011,GCF_016748795.1;protein_357,GCF_017821355.1;protein_361,GCF_017821275.1;protein_359,GCF_003636855.2;protein_1440,GCF_030323385.1;protein_520,GCF_002952575.1;protein_1081,GCF_017821635.1;protein_367,GCF_006337405.1;protein_1071,GCF_002952635.1;protein_1086,GCF_001653415.1;protein_426,GCF_022923775.1;protein_1083,GCF_017821475.1;protein_359,GCF_002906535.1;protein_1036,GCF_051131785.1;protein_1083,GCF_020735805.1;protein_935,GCF_013122035.1;protein_543,GCF_002906555.1;protein_1035,GCF_030323485.1;protein_1038,GCF_030062605.1;protein_299,GCF_022921575.1;protein_1041,GCF_022925945.1;protein_1051,GCF_017821595.1;protein_360,GCF_002951975.1;protein_1081,GCF_006337745.1;protein_461
GCF_002953555.1;protein_1039,GCF_010917155.1;protein_679,GCF_003050665.1;protein_545,GCF_019974055.1;protein_761,GCF_022923035.1;protein_1023,GCF_022925215.1;protein_1012,GCF_016748795.1;protein_356,GCF_017821355.1;protein_360,GCF_017821275.1;protein_358,GCF_003636855.2;protein_1441,GCF_030323385.1;protein_519,GCF_002952575.1;protein_1082,GCF_017821635.1;protein_366,GCF_006337405.1;protein_1072,GCF_002952635.1;protein_1087,GCF_001653415.1;protein_425,GCF_022923775.1;protein_1084,GCF_017821475.1;protein_358,GCF_002906535.1;protein_1037,GCF_051131785.1;protein_1084,GCF_020735805.1;protein_934,GCF_013122035.1;protein_542,GCF_002906555.1;protein_1036,GCF_030323485.1;protein_1039,GCF_030062605.1;protein_298,GCF_022921575.1;protein_1042,GCF_022925945.1;protein_1052,GCF_017821595.1;protein_359,GCF_002951975.1;protein_1082,GCF_006337745.1;protein_460
GCF_002953555.1;protein_104,GCF_010917155.1;protein_115,GCF_003050665.1;protein_1080,GCF_019974055.1;protein_289,GCF_022923035.1;protein_1292,GCF_022925215.1;protein_1278,GCF_016748795.1;protein_103,GCF_017821355.1;protein_103,GCF_017821275.1;protein_102,GCF_003636855.2;protein_138,GCF_030323385.1;protein_257,GCF_002952575.1;protein_1334,GCF_017821635.1;protein_105,GCF_006337405.1;protein_1375,GCF_002952635.1;protein_1339,GCF_001653415.1;protein_159,GCF_022923775.1;protein_1343,GCF_017821475.1;protein_102,GCF_002906535.1;protein_103,GCF_051131785.1;protein_1345,GCF_020735805.1;protein_673,GCF_013122035.1;protein_284,GCF_002906555.1;protein_103,GCF_030323485.1;protein_1300,GCF_030062605.1;protein_1129,GCF_022921575.1;protein_1495,GCF_022925945.1;protein_1319,GCF_017821595.1;protein_104,GCF_002951975.1;protein_1335,GCF_006337745.1;protein_1388
GCF_002953555.1;protein_1041,GCF_010917155.1;protein_677,GCF_003050665.1;protein_547,GCF_019974055.1;protein_759,GCF_022923035.1;protein_1025,GCF_022925215.1;protein_1014,GCF_016748795.1;protein_354,GCF_017821355.1;protein_358,GCF_017821275.1;protein_356,GCF_003636855.2;protein_1443,GCF_030323385.1;protein_517,GCF_002952575.1;protein_1084,GCF_017821635.1;protein_364,GCF_006337405.1;protein_1074,GCF_002952635.1;protein_1089,GCF_001653415.1;protein_423,GCF_022923775.1;protein_1086,GCF_017821475.1;protein_356,GCF_002906535.1;protein_1039,GCF_051131785.1;protein_1086,GCF_020735805.1;protein_932,GCF_013122035.1;protein_540,GCF_002906555.1;protein_1038,GCF_030323485.1;protein_1041,GCF_030062605.1;protein_296,GCF_022921575.1;protein_1044,GCF_022925945.1;protein_1054,GCF_017821595.1;protein_357,GCF_002951975.1;protein_1084,GCF_006337745.1;protein_458
GCF_002953555.1;protein_1042,GCF_010917155.1;protein_676,GCF_003050665.1;protein_548,GCF_019974055.1;protein_758,GCF_022923035.1;protein_1026,GCF_022925215.1;protein_1015,GCF_016748795.1;protein_353,GCF_017821355.1;protein_357,GCF_017821275.1;protein_355,GCF_003636855.2;protein_1444,GCF_030323385.1;protein_516,GCF_002952575.1;protein_1085,GCF_017821635.1;protein_363,GCF_006337405.1;protein_1075,GCF_002952635.1;protein_1090,GCF_001653415.1;protein_422,GCF_022923775.1;protein_1087,GCF_017821475.1;protein_355,GCF_002906535.1;protein_1040,GCF_051131785.1;protein_1087,GCF_020735805.1;protein_931,GCF_013122035.1;protein_539,GCF_002906555.1;protein_1039,GCF_030323485.1;protein_1042,GCF_030062605.1;protein_295,GCF_022921575.1;protein_1045,GCF_022925945.1;protein_1055,GCF_017821595.1;protein_356,GCF_002951975.1;protein_1085,GCF_006337745.1;protein_457
GCF_002953555.1;protein_1043,GCF_010917155.1;protein_675,GCF_003050665.1;protein_549,GCF_019974055.1;protein_757,GCF_022923035.1;protein_1027,GCF_022925215.1;protein_1016,GCF_016748795.1;protein_352,GCF_017821355.1;protein_356,GCF_017821275.1;protein_354,GCF_003636855.2;protein_1445,GCF_030323385.1;protein_515,GCF_002952575.1;protein_1086,GCF_017821635.1;protein_362,GCF_006337405.1;protein_1076,GCF_002952635.1;protein_1091,GCF_001653415.1;protein_421,GCF_022923775.1;protein_1088,GCF_017821475.1;protein_354,GCF_002906535.1;protein_1041,GCF_051131785.1;protein_1088,GCF_020735805.1;protein_930,GCF_013122035.1;protein_538,GCF_002906555.1;protein_1040,GCF_030323485.1;protein_1043,GCF_030062605.1;protein_294,GCF_022921575.1;protein_1046,GCF_022925945.1;protein_1056,GCF_017821595.1;protein_355,GCF_002951975.1;protein_1086,GCF_006337745.1;protein_456
GCF_002953555.1;protein_1045,GCF_010917155.1;protein_673,GCF_003050665.1;protein_551,GCF_019974055.1;protein_755,GCF_022923035.1;protein_1029,GCF_022925215.1;protein_1018,GCF_016748795.1;protein_350,GCF_017821355.1;protein_354,GCF_017821275.1;protein_352,GCF_003636855.2;protein_1446,GCF_030323385.1;protein_514,GCF_002952575.1;protein_1088,GCF_017821635.1;protein_360,GCF_006337405.1;protein_1078,GCF_002952635.1;protein_1093,GCF_001653415.1;protein_419,GCF_022923775.1;protein_1090,GCF_017821475.1;protein_352,GCF_002906535.1;protein_1043,GCF_051131785.1;protein_1090,GCF_020735805.1;protein_929,GCF_013122035.1;protein_536,GCF_002906555.1;protein_1042,GCF_030323485.1;protein_1047,GCF_030062605.1;protein_293,GCF_022921575.1;protein_1048,GCF_022925945.1;protein_1058,GCF_017821595.1;protein_353,GCF_002951975.1;protein_1088,GCF_006337745.1;protein_454
GCF_002953555.1;protein_1046,GCF_010917155.1;protein_672,GCF_003050665.1;protein_552,GCF_019974055.1;protein_754,GCF_022923035.1;protein_1030,GCF_022925215.1;protein_1019,GCF_016748795.1;protein_349,GCF_017821355.1;protein_353,GCF_017821275.1;protein_351,GCF_003636855.2;protein_1447,GCF_030323385.1;protein_513,GCF_002952575.1;protein_1089,GCF_017821635.1;protein_359,GCF_006337405.1;protein_1079,GCF_002952635.1;protein_1094,GCF_001653415.1;protein_418,GCF_022923775.1;protein_1091,GCF_017821475.1;protein_351,GCF_002906535.1;protein_1044,GCF_051131785.1;protein_1091,GCF_020735805.1;protein_928,GCF_013122035.1;protein_535,GCF_002906555.1;protein_1043,GCF_030323485.1;protein_1048,GCF_030062605.1;protein_292,GCF_022921575.1;protein_1049,GCF_022925945.1;protein_1059,GCF_017821595.1;protein_352,GCF_002951975.1;protein_1089,GCF_006337745.1;protein_453
GCF_002953555.1;protein_1047,GCF_010917155.1;protein_671,GCF_003050665.1;protein_553,GCF_019974055.1;protein_753,GCF_022923035.1;protein_1031,GCF_022925215.1;protein_1020,GCF_016748795.1;protein_348,GCF_017821355.1;protein_352,GCF_017821275.1;protein_350,GCF_003636855.2;protein_1448,GCF_030323385.1;protein_512,GCF_002952575.1;protein_1090,GCF_017821635.1;protein_358,GCF_006337405.1;protein_1080,GCF_002952635.1;protein_1095,GCF_001653415.1;protein_417,GCF_022923775.1;protein_1092,GCF_017821475.1;protein_350,GCF_002906535.1;protein_1045,GCF_051131785.1;protein_1092,GCF_020735805.1;protein_927,GCF_013122035.1;protein_534,GCF_002906555.1;protein_1044,GCF_030323485.1;protein_1049,GCF_030062605.1;protein_291,GCF_022921575.1;protein_1050,GCF_022925945.1;protein_1060,GCF_017821595.1;protein_351,GCF_002951975.1;protein_1090,GCF_006337745.1;protein_452
GCF_002953555.1;protein_105,GCF_010917155.1;protein_114,GCF_003050665.1;protein_1081,GCF_019974055.1;protein_290,GCF_022923035.1;protein_1291,GCF_022925215.1;protein_1279,GCF_016748795.1;protein_104,GCF_017821355.1;protein_104,GCF_017821275.1;protein_103,GCF_003636855.2;protein_137,GCF_030323385.1;protein_258,GCF_002952575.1;protein_1333,GCF_017821635.1;protein_106,GCF_006337405.1;protein_1374,GCF_002952635.1;protein_1338,GCF_001653415.1;protein_160,GCF_022923775.1;protein_1342,GCF_017821475.1;protein_103,GCF_002906535.1;protein_104,GCF_051131785.1;protein_1344,GCF_020735805.1;protein_674,GCF_013122035.1;protein_285,GCF_002906555.1;protein_104,GCF_030323485.1;protein_1299,GCF_030062605.1;protein_1130,GCF_022921575.1;protein_1494,GCF_022925945.1;protein_1318,GCF_017821595.1;protein_105,GCF_002951975.1;protein_1334,GCF_006337745.1;protein_1387
