GCF_000685705.1,GCF_020735805.1,GCF_021184145.1,GCF_017821655.1,GCF_016757555.1,GCF_006337485.1,GCF_006337745.1,GCF_030323385.1,GCF_002952455.1,GCF_002952675.1
GCF_000685705.1;protein_109,GCF_020735805.1;protein_208,GCF_021184145.1;protein_590,GCF_017821655.1;protein_1169,GCF_016757555.1;protein_1170,GCF_006337485.1;protein_282,GCF_006337745.1;protein_304,GCF_030323385.1;protein_1339,GCF_002952455.1;protein_238,GCF_002952675.1;protein_239
GCF_000685705.1;protein_1090,GCF_020735805.1;protein_1368,GCF_021184145.1;protein_182,GCF_017821655.1;protein_786,GCF_016757555.1;protein_499,GCF_006337485.1;protein_625,GCF_006337745.1;protein_693,GCF_030323385.1;protein_952,GCF_002952455.1;protein_948,GCF_002952675.1;protein_952
GCF_000685705.1;protein_1091,GCF_020735805.1;protein_1369,GCF_021184145.1;protein_183,GCF_017821655.1;protein_787,GCF_016757555.1;protein_498,GCF_006337485.1;protein_624,GCF_006337745.1;protein_692,GCF_030323385.1;protein_953,GCF_002952455.1;protein_949,GCF_002952675.1;protein_953
GCF_000685705.1;protein_1092,GCF_020735805.1;protein_1370,GCF_021184145.1;protein_184,GCF_017821655.1;protein_788,GCF_016757555.1;protein_497,GCF_006337485.1;protein_623,GCF_006337745.1;protein_691,GCF_030323385.1;protein_954,GCF_002952455.1;protein_950,GCF_002952675.1;protein_954
GCF_000685705.1;protein_1093,GCF_020735805.1;protein_1371,GCF_021184145.1;protein_185,GCF_017821655.1;protein_789,GCF_016757555.1;protein_496,GCF_006337485.1;protein_622,GCF_006337745.1;protein_690,GCF_030323385.1;protein_955,GCF_002952455.1;protein_951,GCF_002952675.1;protein_955
GCF_000685705.1;protein_1094,GCF_020735805.1;protein_1372,GCF_021184145.1;protein_186,GCF_017821655.1;protein_790,GCF_016757555.1;protein_495,GCF_006337485.1;protein_621,GCF_006337745.1;protein_689,GCF_030323385.1;protein_956,GCF_002952455.1;protein_952,GCF_002952675.1;protein_956
GCF_000685705.1;protein_1095,GCF_020735805.1;protein_1373,GCF_021184145.1;protein_187,GCF_017821655.1;protein_791,GCF_016757555.1;protein_494,GCF_006337485.1;protein_620,GCF_006337745.1;protein_688,GCF_030323385.1;protein_957,GCF_002952455.1;protein_953,GCF_002952675.1;protein_957
GCF_000685705.1;protein_1096,GCF_020735805.1;protein_1374,GCF_021184145.1;protein_188,GCF_017821655.1;protein_792,GCF_016757555.1;protein_493,GCF_006337485.1;protein_619,GCF_006337745.1;protein_687,GCF_030323385.1;protein_958,GCF_002952455.1;protein_954,GCF_002952675.1;protein_958
GCF_000685705.1;protein_1097,GCF_020735805.1;protein_1375,GCF_021184145.1;protein_189,GCF_017821655.1;protein_793,GCF_016757555.1;protein_492,GCF_006337485.1;protein_618,GCF_006337745.1;protein_686,GCF_030323385.1;protein_959,GCF_002952455.1;protein_955,GCF_002952675.1;protein_959
GCF_000685705.1;protein_1098,GCF_020735805.1;protein_1376,GCF_021184145.1;protein_190,GCF_017821655.1;protein_794,GCF_016757555.1;protein_491,GCF_006337485.1;protein_617,GCF_006337745.1;protein_685,GCF_030323385.1;protein_960,GCF_002952455.1;protein_956,GCF_002952675.1;protein_960
GCF_000685705.1;protein_1099,GCF_020735805.1;protein_1377,GCF_021184145.1;protein_191,GCF_017821655.1;protein_795,GCF_016757555.1;protein_490,GCF_006337485.1;protein_616,GCF_006337745.1;protein_684,GCF_030323385.1;protein_961,GCF_002952455.1;protein_957,GCF_002952675.1;protein_961
GCF_000685705.1;protein_11,GCF_020735805.1;protein_582,GCF_021184145.1;protein_959,GCF_017821655.1;protein_12,GCF_016757555.1;protein_11,GCF_006337485.1;protein_1483,GCF_006337745.1;protein_1480,GCF_030323385.1;protein_160,GCF_002952455.1;protein_1469,GCF_002952675.1;protein_1474
GCF_000685705.1;protein_110,GCF_020735805.1;protein_207,GCF_021184145.1;protein_589,GCF_017821655.1;protein_1168,GCF_016757555.1;protein_1169,GCF_006337485.1;protein_283,GCF_006337745.1;protein_305,GCF_030323385.1;protein_1338,GCF_002952455.1;protein_239,GCF_002952675.1;protein_240
GCF_000685705.1;protein_1100,GCF_020735805.1;protein_1378,GCF_021184145.1;protein_192,GCF_017821655.1;protein_796,GCF_016757555.1;protein_489,GCF_006337485.1;protein_615,GCF_006337745.1;protein_683,GCF_030323385.1;protein_962,GCF_002952455.1;protein_958,GCF_002952675.1;protein_962
GCF_000685705.1;protein_1101,GCF_020735805.1;protein_1379,GCF_021184145.1;protein_193,GCF_017821655.1;protein_797,GCF_016757555.1;protein_488,GCF_006337485.1;protein_614,GCF_006337745.1;protein_682,GCF_030323385.1;protein_963,GCF_002952455.1;protein_959,GCF_002952675.1;protein_963
GCF_000685705.1;protein_1102,GCF_020735805.1;protein_1380,GCF_021184145.1;protein_194,GCF_017821655.1;protein_798,GCF_016757555.1;protein_487,GCF_006337485.1;protein_613,GCF_006337745.1;protein_681,GCF_030323385.1;protein_964,GCF_002952455.1;protein_960,GCF_002952675.1;protein_964
GCF_000685705.1;protein_1107,GCF_020735805.1;protein_1385,GCF_021184145.1;protein_199,GCF_017821655.1;protein_802,GCF_016757555.1;protein_482,GCF_006337485.1;protein_609,GCF_006337745.1;protein_677,GCF_030323385.1;protein_968,GCF_002952455.1;protein_966,GCF_002952675.1;protein_970
GCF_000685705.1;protein_1108,GCF_020735805.1;protein_1386,GCF_021184145.1;protein_200,GCF_017821655.1;protein_803,GCF_016757555.1;protein_481,GCF_006337485.1;protein_608,GCF_006337745.1;protein_676,GCF_030323385.1;protein_969,GCF_002952455.1;protein_967,GCF_002952675.1;protein_971
GCF_000685705.1;protein_1109,GCF_020735805.1;protein_1387,GCF_021184145.1;protein_201,GCF_017821655.1;protein_804,GCF_016757555.1;protein_480,GCF_006337485.1;protein_607,GCF_006337745.1;protein_675,GCF_030323385.1;protein_970,GCF_002952455.1;protein_968,GCF_002952675.1;protein_972
GCF_000685705.1;protein_111,GCF_020735805.1;protein_206,GCF_021184145.1;protein_588,GCF_017821655.1;protein_1167,GCF_016757555.1;protein_1168,GCF_006337485.1;protein_284,GCF_006337745.1;protein_306,GCF_030323385.1;protein_1337,GCF_002952455.1;protein_240,GCF_002952675.1;protein_241
GCF_000685705.1;protein_1110,GCF_020735805.1;protein_1388,GCF_021184145.1;protein_202,GCF_017821655.1;protein_805,GCF_016757555.1;protein_479,GCF_006337485.1;protein_606,GCF_006337745.1;protein_674,GCF_030323385.1;protein_971,GCF_002952455.1;protein_969,GCF_002952675.1;protein_973
GCF_000685705.1;protein_1111,GCF_020735805.1;protein_1389,GCF_021184145.1;protein_203,GCF_017821655.1;protein_806,GCF_016757555.1;protein_478,GCF_006337485.1;protein_605,GCF_006337745.1;protein_673,GCF_030323385.1;protein_972,GCF_002952455.1;protein_970,GCF_002952675.1;protein_974
GCF_000685705.1;protein_1112,GCF_020735805.1;protein_1390,GCF_021184145.1;protein_204,GCF_017821655.1;protein_807,GCF_016757555.1;protein_477,GCF_006337485.1;protein_604,GCF_006337745.1;protein_672,GCF_030323385.1;protein_973,GCF_002952455.1;protein_971,GCF_002952675.1;protein_975
GCF_000685705.1;protein_1113,GCF_020735805.1;protein_1391,GCF_021184145.1;protein_205,GCF_017821655.1;protein_808,GCF_016757555.1;protein_476,GCF_006337485.1;protein_603,GCF_006337745.1;protein_671,GCF_030323385.1;protein_974,GCF_002952455.1;protein_972,GCF_002952675.1;protein_976
GCF_000685705.1;protein_1114,GCF_020735805.1;protein_1392,GCF_021184145.1;protein_206,GCF_017821655.1;protein_809,GCF_016757555.1;protein_475,GCF_006337485.1;protein_602,GCF_006337745.1;protein_670,GCF_030323385.1;protein_975,GCF_002952455.1;protein_973,GCF_002952675.1;protein_977
GCF_000685705.1;protein_1115,GCF_020735805.1;protein_1393,GCF_021184145.1;protein_207,GCF_017821655.1;protein_810,GCF_016757555.1;protein_474,GCF_006337485.1;protein_601,GCF_006337745.1;protein_669,GCF_030323385.1;protein_976,GCF_002952455.1;protein_974,GCF_002952675.1;protein_978
GCF_000685705.1;protein_1116,GCF_020735805.1;protein_1394,GCF_021184145.1;protein_208,GCF_017821655.1;protein_811,GCF_016757555.1;protein_473,GCF_006337485.1;protein_600,GCF_006337745.1;protein_668,GCF_030323385.1;protein_977,GCF_002952455.1;protein_975,GCF_002952675.1;protein_979
GCF_000685705.1;protein_1117,GCF_020735805.1;protein_1395,GCF_021184145.1;protein_209,GCF_017821655.1;protein_812,GCF_016757555.1;protein_472,GCF_006337485.1;protein_599,GCF_006337745.1;protein_667,GCF_030323385.1;protein_978,GCF_002952455.1;protein_976,GCF_002952675.1;protein_980
GCF_000685705.1;protein_1118,GCF_020735805.1;protein_1396,GCF_021184145.1;protein_210,GCF_017821655.1;protein_813,GCF_016757555.1;protein_471,GCF_006337485.1;protein_598,GCF_006337745.1;protein_666,GCF_030323385.1;protein_979,GCF_002952455.1;protein_977,GCF_002952675.1;protein_981
GCF_000685705.1;protein_1119,GCF_020735805.1;protein_1397,GCF_021184145.1;protein_211,GCF_017821655.1;protein_814,GCF_016757555.1;protein_470,GCF_006337485.1;protein_597,GCF_006337745.1;protein_665,GCF_030323385.1;protein_980,GCF_002952455.1;protein_978,GCF_002952675.1;protein_982
GCF_000685705.1;protein_112,GCF_020735805.1;protein_205,GCF_021184145.1;protein_587,GCF_017821655.1;protein_1166,GCF_016757555.1;protein_1167,GCF_006337485.1;protein_285,GCF_006337745.1;protein_307,GCF_030323385.1;protein_1336,GCF_002952455.1;protein_241,GCF_002952675.1;protein_242
GCF_000685705.1;protein_1120,GCF_020735805.1;protein_1398,GCF_021184145.1;protein_212,GCF_017821655.1;protein_815,GCF_016757555.1;protein_469,GCF_006337485.1;protein_596,GCF_006337745.1;protein_664,GCF_030323385.1;protein_981,GCF_002952455.1;protein_979,GCF_002952675.1;protein_983
GCF_000685705.1;protein_1121,GCF_020735805.1;protein_1399,GCF_021184145.1;protein_213,GCF_017821655.1;protein_816,GCF_016757555.1;protein_468,GCF_006337485.1;protein_595,GCF_006337745.1;protein_663,GCF_030323385.1;protein_982,GCF_002952455.1;protein_980,GCF_002952675.1;protein_984
GCF_000685705.1;protein_1122,GCF_020735805.1;protein_1400,GCF_021184145.1;protein_214,GCF_017821655.1;protein_817,GCF_016757555.1;protein_467,GCF_006337485.1;protein_594,GCF_006337745.1;protein_662,GCF_030323385.1;protein_983,GCF_002952455.1;protein_981,GCF_002952675.1;protein_985
GCF_000685705.1;protein_1123,GCF_020735805.1;protein_1401,GCF_021184145.1;protein_215,GCF_017821655.1;protein_818,GCF_016757555.1;protein_466,GCF_006337485.1;protein_593,GCF_006337745.1;protein_661,GCF_030323385.1;protein_984,GCF_002952455.1;protein_982,GCF_002952675.1;protein_986
GCF_000685705.1;protein_1124,GCF_020735805.1;protein_1402,GCF_021184145.1;protein_216,GCF_017821655.1;protein_819,GCF_016757555.1;protein_465,GCF_006337485.1;protein_592,GCF_006337745.1;protein_660,GCF_030323385.1;protein_985,GCF_002952455.1;protein_983,GCF_002952675.1;protein_987
GCF_000685705.1;protein_1125,GCF_020735805.1;protein_1403,GCF_021184145.1;protein_217,GCF_017821655.1;protein_820,GCF_016757555.1;protein_464,GCF_006337485.1;protein_591,GCF_006337745.1;protein_659,GCF_030323385.1;protein_986,GCF_002952455.1;protein_984,GCF_002952675.1;protein_988
GCF_000685705.1;protein_1126,GCF_020735805.1;protein_1404,GCF_021184145.1;protein_218,GCF_017821655.1;protein_821,GCF_016757555.1;protein_463,GCF_006337485.1;protein_590,GCF_006337745.1;protein_658,GCF_030323385.1;protein_987,GCF_002952455.1;protein_985,GCF_002952675.1;protein_989
GCF_000685705.1;protein_1127,GCF_020735805.1;protein_1405,GCF_021184145.1;protein_219,GCF_017821655.1;protein_822,GCF_016757555.1;protein_462,GCF_006337485.1;protein_589,GCF_006337745.1;protein_657,GCF_030323385.1;protein_988,GCF_002952455.1;protein_986,GCF_002952675.1;protein_990
GCF_000685705.1;protein_1128,GCF_020735805.1;protein_1406,GCF_021184145.1;protein_220,GCF_017821655.1;protein_823,GCF_016757555.1;protein_461,GCF_006337485.1;protein_588,GCF_006337745.1;protein_656,GCF_030323385.1;protein_989,GCF_002952455.1;protein_987,GCF_002952675.1;protein_991
GCF_000685705.1;protein_1129,GCF_020735805.1;protein_1407,GCF_021184145.1;protein_221,GCF_017821655.1;protein_824,GCF_016757555.1;protein_460,GCF_006337485.1;protein_587,GCF_006337745.1;protein_655,GCF_030323385.1;protein_990,GCF_002952455.1;protein_988,GCF_002952675.1;protein_992
GCF_000685705.1;protein_113,GCF_020735805.1;protein_204,GCF_021184145.1;protein_586,GCF_017821655.1;protein_1165,GCF_016757555.1;protein_1166,GCF_006337485.1;protein_286,GCF_006337745.1;protein_308,GCF_030323385.1;protein_1335,GCF_002952455.1;protein_242,GCF_002952675.1;protein_243
GCF_000685705.1;protein_1130,GCF_020735805.1;protein_1408,GCF_021184145.1;protein_222,GCF_017821655.1;protein_825,GCF_016757555.1;protein_459,GCF_006337485.1;protein_586,GCF_006337745.1;protein_654,GCF_030323385.1;protein_991,GCF_002952455.1;protein_989,GCF_002952675.1;protein_993
GCF_000685705.1;protein_1131,GCF_020735805.1;protein_1409,GCF_021184145.1;protein_223,GCF_017821655.1;protein_826,GCF_016757555.1;protein_458,GCF_006337485.1;protein_585,GCF_006337745.1;protein_653,GCF_030323385.1;protein_992,GCF_002952455.1;protein_990,GCF_002952675.1;protein_994
GCF_000685705.1;protein_1132,GCF_020735805.1;protein_1410,GCF_021184145.1;protein_224,GCF_017821655.1;protein_827,GCF_016757555.1;protein_457,GCF_006337485.1;protein_584,GCF_006337745.1;protein_652,GCF_030323385.1;protein_993,GCF_002952455.1;protein_991,GCF_002952675.1;protein_995
GCF_000685705.1;protein_1135,GCF_020735805.1;protein_1020,GCF_021184145.1;protein_1397,GCF_017821655.1;protein_444,GCF_016757555.1;protein_454,GCF_006337485.1;protein_976,GCF_006337745.1;protein_1034,GCF_030323385.1;protein_604,GCF_002952455.1;protein_996,GCF_002952675.1;protein_1000
GCF_000685705.1;protein_1136,GCF_020735805.1;protein_1019,GCF_021184145.1;protein_1396,GCF_017821655.1;protein_443,GCF_016757555.1;protein_453,GCF_006337485.1;protein_977,GCF_006337745.1;protein_1035,GCF_030323385.1;protein_603,GCF_002952455.1;protein_997,GCF_002952675.1;protein_1001
GCF_000685705.1;protein_1137,GCF_020735805.1;protein_1018,GCF_021184145.1;protein_1395,GCF_017821655.1;protein_442,GCF_016757555.1;protein_452,GCF_006337485.1;protein_978,GCF_006337745.1;protein_1036,GCF_030323385.1;protein_602,GCF_002952455.1;protein_998,GCF_002952675.1;protein_1002
GCF_000685705.1;protein_114,GCF_020735805.1;protein_203,GCF_021184145.1;protein_585,GCF_017821655.1;protein_1164,GCF_016757555.1;protein_1165,GCF_006337485.1;protein_287,GCF_006337745.1;protein_309,GCF_030323385.1;protein_1334,GCF_002952455.1;protein_243,GCF_002952675.1;protein_244
GCF_000685705.1;protein_1141,GCF_020735805.1;protein_1013,GCF_021184145.1;protein_1390,GCF_017821655.1;protein_438,GCF_016757555.1;protein_447,GCF_006337485.1;protein_980,GCF_006337745.1;protein_1039,GCF_030323385.1;protein_600,GCF_002952455.1;protein_1003,GCF_002952675.1;protein_1007
GCF_000685705.1;protein_1142,GCF_020735805.1;protein_1012,GCF_021184145.1;protein_1389,GCF_017821655.1;protein_437,GCF_016757555.1;protein_446,GCF_006337485.1;protein_981,GCF_006337745.1;protein_1040,GCF_030323385.1;protein_599,GCF_002952455.1;protein_1004,GCF_002952675.1;protein_1008
GCF_000685705.1;protein_1143,GCF_020735805.1;protein_1011,GCF_021184145.1;protein_1388,GCF_017821655.1;protein_436,GCF_016757555.1;protein_445,GCF_006337485.1;protein_982,GCF_006337745.1;protein_1041,GCF_030323385.1;protein_598,GCF_002952455.1;protein_1005,GCF_002952675.1;protein_1009
GCF_000685705.1;protein_1145,GCF_020735805.1;protein_1009,GCF_021184145.1;protein_1386,GCF_017821655.1;protein_434,GCF_016757555.1;protein_443,GCF_006337485.1;protein_984,GCF_006337745.1;protein_1043,GCF_030323385.1;protein_596,GCF_002952455.1;protein_1007,GCF_002952675.1;protein_1011
GCF_000685705.1;protein_1146,GCF_020735805.1;protein_1008,GCF_021184145.1;protein_1385,GCF_017821655.1;protein_433,GCF_016757555.1;protein_442,GCF_006337485.1;protein_985,GCF_006337745.1;protein_1044,GCF_030323385.1;protein_595,GCF_002952455.1;protein_1008,GCF_002952675.1;protein_1012
GCF_000685705.1;protein_1147,GCF_020735805.1;protein_1007,GCF_021184145.1;protein_1384,GCF_017821655.1;protein_432,GCF_016757555.1;protein_441,GCF_006337485.1;protein_986,GCF_006337745.1;protein_1045,GCF_030323385.1;protein_594,GCF_002952455.1;protein_1009,GCF_002952675.1;protein_1013
GCF_000685705.1;protein_1148,GCF_020735805.1;protein_1006,GCF_021184145.1;protein_1383,GCF_017821655.1;protein_431,GCF_016757555.1;protein_440,GCF_006337485.1;protein_987,GCF_006337745.1;protein_1046,GCF_030323385.1;protein_593,GCF_002952455.1;protein_1010,GCF_002952675.1;protein_1014
GCF_000685705.1;protein_115,GCF_020735805.1;protein_202,GCF_021184145.1;protein_584,GCF_017821655.1;protein_1163,GCF_016757555.1;protein_1164,GCF_006337485.1;protein_288,GCF_006337745.1;protein_310,GCF_030323385.1;protein_1333,GCF_002952455.1;protein_244,GCF_002952675.1;protein_245
GCF_000685705.1;protein_1150,GCF_020735805.1;protein_1004,GCF_021184145.1;protein_1382,GCF_017821655.1;protein_429,GCF_016757555.1;protein_438,GCF_006337485.1;protein_989,GCF_006337745.1;protein_1047,GCF_030323385.1;protein_592,GCF_002952455.1;protein_1012,GCF_002952675.1;protein_1016
GCF_000685705.1;protein_1152,GCF_020735805.1;protein_1002,GCF_021184145.1;protein_1380,GCF_017821655.1;protein_428,GCF_016757555.1;protein_436,GCF_006337485.1;protein_991,GCF_006337745.1;protein_1049,GCF_030323385.1;protein_590,GCF_002952455.1;protein_1013,GCF_002952675.1;protein_1017
GCF_000685705.1;protein_1153,GCF_020735805.1;protein_1001,GCF_021184145.1;protein_1379,GCF_017821655.1;protein_427,GCF_016757555.1;protein_435,GCF_006337485.1;protein_992,GCF_006337745.1;protein_1050,GCF_030323385.1;protein_589,GCF_002952455.1;protein_1014,GCF_002952675.1;protein_1018
GCF_000685705.1;protein_1154,GCF_020735805.1;protein_1000,GCF_021184145.1;protein_1378,GCF_017821655.1;protein_426,GCF_016757555.1;protein_434,GCF_006337485.1;protein_993,GCF_006337745.1;protein_1051,GCF_030323385.1;protein_588,GCF_002952455.1;protein_1015,GCF_002952675.1;protein_1019
GCF_000685705.1;protein_1155,GCF_020735805.1;protein_999,GCF_021184145.1;protein_1377,GCF_017821655.1;protein_425,GCF_016757555.1;protein_433,GCF_006337485.1;protein_994,GCF_006337745.1;protein_1052,GCF_030323385.1;protein_587,GCF_002952455.1;protein_1016,GCF_002952675.1;protein_1020
GCF_000685705.1;protein_1156,GCF_020735805.1;protein_998,GCF_021184145.1;protein_1376,GCF_017821655.1;protein_424,GCF_016757555.1;protein_432,GCF_006337485.1;protein_995,GCF_006337745.1;protein_1053,GCF_030323385.1;protein_586,GCF_002952455.1;protein_1017,GCF_002952675.1;protein_1021
GCF_000685705.1;protein_1157,GCF_020735805.1;protein_997,GCF_021184145.1;protein_1375,GCF_017821655.1;protein_423,GCF_016757555.1;protein_431,GCF_006337485.1;protein_996,GCF_006337745.1;protein_1054,GCF_030323385.1;protein_585,GCF_002952455.1;protein_1018,GCF_002952675.1;protein_1022
GCF_000685705.1;protein_1158,GCF_020735805.1;protein_996,GCF_021184145.1;protein_1374,GCF_017821655.1;protein_422,GCF_016757555.1;protein_430,GCF_006337485.1;protein_997,GCF_006337745.1;protein_1055,GCF_030323385.1;protein_584,GCF_002952455.1;protein_1019,GCF_002952675.1;protein_1023
GCF_000685705.1;protein_116,GCF_020735805.1;protein_201,GCF_021184145.1;protein_583,GCF_017821655.1;protein_1162,GCF_016757555.1;protein_1163,GCF_006337485.1;protein_289,GCF_006337745.1;protein_311,GCF_030323385.1;protein_1332,GCF_002952455.1;protein_245,GCF_002952675.1;protein_246
GCF_000685705.1;protein_1163,GCF_020735805.1;protein_994,GCF_021184145.1;protein_1370,GCF_017821655.1;protein_420,GCF_016757555.1;protein_428,GCF_006337485.1;protein_1000,GCF_006337745.1;protein_1059,GCF_030323385.1;protein_580,GCF_002952455.1;protein_1023,GCF_002952675.1;protein_1027
GCF_000685705.1;protein_1165,GCF_020735805.1;protein_992,GCF_021184145.1;protein_1368,GCF_017821655.1;protein_418,GCF_016757555.1;protein_426,GCF_006337485.1;protein_1002,GCF_006337745.1;protein_519,GCF_030323385.1;protein_578,GCF_002952455.1;protein_1025,GCF_002952675.1;protein_1029
GCF_000685705.1;protein_1166,GCF_020735805.1;protein_991,GCF_021184145.1;protein_1367,GCF_017821655.1;protein_417,GCF_016757555.1;protein_425,GCF_006337485.1;protein_1003,GCF_006337745.1;protein_518,GCF_030323385.1;protein_577,GCF_002952455.1;protein_1026,GCF_002952675.1;protein_1030
GCF_000685705.1;protein_1167,GCF_020735805.1;protein_990,GCF_021184145.1;protein_1365,GCF_017821655.1;protein_416,GCF_016757555.1;protein_424,GCF_006337485.1;protein_1004,GCF_006337745.1;protein_517,GCF_030323385.1;protein_576,GCF_002952455.1;protein_1027,GCF_002952675.1;protein_1031
